Fp1 Fpz Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 M1 T7 C3 Cz C4 T8 M2 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 POz O1 Oz O2 HEOG VEOG MKR+
-1284.375 162.402 -2988.477 101.953 1672.461 1829.395 2697.754 -3189.258 156.152 -545.215 44.141 -1446.484 0.000 2403.809 -2716.602 -209.082 -2863.574 1468.359 0.000 135.742 2317.480 -2519.824 1452.637 246.875 -2729.785 2950.391 972.852 3094.238 -1075.098 -24.316 3195.996 3089.746 0.000 0.000 50.000
-1284.082 162.695 -2988.672 102.148 1673.633 1829.688 2695.996 -3188.672 155.859 -543.652 46.680 -1450.000 0.000 2405.176 -2716.699 -208.789 -2862.695 1469.141 0.000 135.254 2318.457 -2519.043 1452.832 246.582 -2730.566 2949.512 974.805 3088.574 -1074.707 -24.609 3195.508 3089.941 0.000 0.000 50.000
-1278.906 168.066 -2986.426 102.930 1678.027 1836.621 2698.828 -3188.281 156.250 -538.281 53.027 -1448.340 0.000 2404.688 -2715.820 -205.957 -2860.449 1464.258 0.000 133.691 2322.461 -2516.016 1450.293 239.453 -2730.664 2951.563 971.191 3073.926 -1076.660 -31.250 3190.234 3082.031 0.000 0.000 50.000
-1270.117 177.344 -2981.348 105.469 1684.473 1848.535 2704.492 -3188.379 158.105 -531.836 60.840 -1448.926 0.000 2401.367 -2712.793 -200.879 -2857.813 1455.957 0.000 130.566 2328.223 -2509.570 1446.289 227.344 -2731.445 2954.297 968.359 3055.469 -1079.980 -41.992 3178.418 3069.531 0.000 0.000 50.000
-1260.742 189.648 -2975.586 107.227 1694.434 1862.695 2711.914 -3189.746 160.840 -523.438 71.875 -1449.707 0.000 2396.875 -2707.617 -193.848 -2855.664 1444.238 0.000 128.027 2331.055 -2505.664 1440.527 214.941 -2732.031 2957.031 965.625 3032.813 -1084.082 -52.832 3164.355 3056.836 0.000 0.000 50.000
-1254.199 196.387 -2972.168 110.840 1697.363 1871.094 2714.355 -3186.914 162.695 -515.527 79.395 -1447.656 0.000 2395.996 -2706.348 -193.164 -2851.855 1432.910 0.000 126.563 2334.570 -2501.172 1438.965 205.664 -2731.445 2958.398 963.281 3019.141 -1087.012 -63.184 3156.641 3046.777 0.000 0.000 50.000
-1253.418 197.949 -2971.582 110.352 1699.609 1872.070 2714.063 -3187.305 162.012 -515.625 81.445 -1446.875 0.000 2396.582 -2706.836 -197.656 -2850.781 1424.023 0.000 127.246 2335.742 -2499.023 1439.648 206.152 -2730.957 2958.887 963.867 3018.848 -1087.012 -61.816 3154.590 3046.191 0.000 0.000 50.000
-1257.520 190.723 -2973.535 110.449 1696.094 1865.625 2711.523 -3186.719 162.402 -518.750 79.395 -1446.680 0.000 2399.902 -2707.910 -207.813 -2852.832 1418.945 0.000 128.125 2333.984 -2498.535 1441.309 211.914 -2728.320 2959.375 965.625 3024.707 -1083.203 -53.711 3162.012 3053.809 0.000 0.000 50.000
-1265.723 181.152 -2977.539 108.691 1688.574 1853.711 2710.156 -3186.035 160.059 -526.758 74.414 -1447.168 0.000 2404.883 -2710.156 -221.582 -2853.125 1416.016 0.000 130.664 2330.664 -2500.879 1446.680 222.949 -2725.586 2958.789 972.070 3036.328 -1078.613 -41.992 3173.535 3065.918 0.000 0.000 50.000
-1275.781 169.922 -2983.008 106.641 1682.031 1840.430 2706.543 -3184.766 158.789 -536.133 67.969 -1447.852 0.000 2409.668 -2713.867 -237.109 -2855.566 1419.238 0.000 134.766 2326.855 -2502.344 1451.172 237.500 -2723.340 2957.617 975.391 3049.707 -1073.145 -28.223 3187.695 3079.590 0.000 0.000 50.000
-1283.398 163.086 -2986.426 106.543 1676.660 1833.594 2703.906 -3186.230 156.543 -543.262 64.160 -1447.461 0.000 2414.160 -2716.992 -252.148 -2858.594 1422.852 0.000 137.500 2324.609 -2503.906 1453.906 247.363 -2721.582 2957.715 979.590 3059.277 -1070.801 -17.578 3197.266 3089.844 0.000 0.000 50.000
-1283.887 163.477 -2986.914 106.934 1676.465 1831.836 2703.613 -3185.156 155.664 -543.457 65.137 -1448.828 0.000 2416.992 -2716.406 -260.449 -2857.324 1418.457 0.000 138.086 2324.414 -2509.570 1455.078 249.414 -2720.313 2958.594 981.152 3060.254 -1069.043 -13.867 3198.242 3091.797 0.000 0.000 50.000
-1279.199 168.457 -2984.570 108.887 1678.809 1836.426 2708.008 -3183.594 156.836 -539.648 70.020 -1447.852 0.000 2416.016 -2715.039 -264.160 -2854.688 1406.152 0.000 137.891 2327.051 -2505.957 1452.051 244.922 -2720.020 2959.961 979.297 3052.051 -1069.824 -18.750 3194.824 3085.840 0.000 0.000 50.000
-1272.852 177.246 -2979.688 112.207 1686.035 1846.973 2712.305 -3183.594 159.375 -532.910 76.270 -1447.949 0.000 2412.793 -2712.891 -261.816 -2853.711 1400.977 0.000 135.156 2331.348 -2502.539 1449.023 234.082 -2719.922 2961.133 975.684 3040.137 -1073.340 -28.613 3184.180 3075.293 0.000 0.000 50.000
-1261.719 188.379 -2974.316 113.867 1694.922 1861.621 2718.848 -3183.008 161.035 -522.852 85.254 -1447.852 0.000 2408.594 -2708.008 -257.031 -2851.074 1390.625 0.000 132.715 2335.352 -2497.168 1444.922 219.238 -2721.777 2963.086 971.777 3023.438 -1076.953 -42.480 3169.922 3061.035 0.000 0.000 50.000
-1254.004 197.363 -2968.750 116.406 1700.684 1871.289 2721.777 -3182.910 161.719 -514.453 92.773 -1447.266 0.000 2405.957 -2706.348 -255.664 -2847.754 1385.449 0.000 130.762 2338.086 -2491.504 1440.430 207.520 -2722.656 2964.258 967.871 3012.207 -1081.641 -51.367 3160.254 3049.805 0.000 0.000 50.000
-1253.613 198.242 -2968.164 116.895 1701.953 1874.609 2722.754 -3182.715 162.793 -513.281 93.945 -1447.266 0.000 2404.688 -2706.543 -259.180 -2847.461 1393.164 0.000 131.348 2338.574 -2490.332 1437.891 205.664 -2723.145 2964.160 967.188 3008.105 -1081.250 -52.734 3157.520 3046.777 0.000 0.000 50.000
-1257.324 195.508 -2969.922 116.895 1699.512 1867.773 2721.777 -3182.031 161.914 -516.309 91.113 -1448.438 0.000 2406.445 -2707.617 -270.117 -2846.973 1401.074 0.000 130.566 2337.500 -2492.578 1439.258 211.523 -2722.461 2963.867 970.117 3012.598 -1080.566 -46.777 3162.598 3051.172 0.000 0.000 50.000
-1264.844 185.938 -2975.098 114.844 1692.480 1857.520 2717.578 -3182.129 160.156 -524.512 85.254 -1448.242 0.000 2410.840 -2710.840 -280.762 -2849.219 1412.402 0.000 133.984 2334.277 -2494.434 1442.090 221.582 -2720.117 2963.770 972.754 3024.902 -1077.441 -36.523 3171.777 3062.500 0.000 0.000 50.000
-1275.488 173.047 -2980.469 111.914 1683.594 1844.629 2712.012 -3183.008 158.301 -534.863 77.344 -1448.828 0.000 2414.941 -2714.844 -293.945 -2853.223 1424.805 0.000 137.402 2329.590 -2498.438 1448.633 234.961 -2717.383 2962.695 978.320 3039.844 -1071.973 -20.605 3185.547 3075.879 0.000 0.000 50.000
-1282.715 163.867 -2986.719 111.328 1679.004 1833.203 2709.961 -3182.227 156.152 -543.555 70.215 -1448.633 0.000 2418.848 -2717.578 -304.004 -2854.980 1433.691 0.000 139.844 2327.930 -2500.000 1451.465 244.824 -2716.797 2962.207 981.836 3049.902 -1067.285 -11.523 3195.898 3086.133 0.000 0.000 50.000
-1285.938 161.914 -2988.965 109.668 1676.367 1828.516 2707.813 -3184.082 156.348 -544.531 68.945 -1448.926 0.000 2420.313 -2718.848 -306.152 -2855.664 1440.234 0.000 139.844 2325.879 -2500.098 1452.246 248.340 -2715.723 2962.012 983.008 3052.930 -1066.309 -7.715 3199.707 3089.355 0.000 0.000 50.000
-1284.180 165.234 -2986.133 110.742 1678.418 1831.738 2709.570 -3183.984 155.957 -542.676 69.531 -1448.535 0.000 2419.238 -2717.578 -302.832 -2854.688 1443.262 0.000 138.281 2326.465 -2498.242 1450.098 243.457 -2716.602 2962.793 982.031 3048.340 -1068.359 -10.742 3194.727 3084.766 0.000 0.000 50.000
-1277.051 172.949 -2981.055 110.840 1682.227 1840.820 2713.086 -3183.887 157.031 -536.523 75.488 -1448.242 0.000 2414.746 -2716.797 -295.508 -2854.199 1445.020 0.000 136.816 2330.078 -2495.020 1445.703 234.863 -2718.066 2962.598 978.809 3037.988 -1071.875 -20.117 3185.156 3074.414 0.000 0.000 50.000
-1266.602 183.203 -2977.441 114.355 1689.746 1854.297 2717.773 -3185.449 156.641 -527.148 82.715 -1448.242 0.000 2410.352 -2712.695 -284.180 -2851.563 1445.117 0.000 133.203 2333.984 -2490.234 1440.918 219.727 -2720.801 2964.258 972.266 3023.340 -1076.074 -32.031 3171.191 3059.277 0.000 0.000 50.000
-1259.863 192.480 -2973.242 115.137 1697.852 1865.527 2722.168 -3184.766 158.789 -519.434 88.770 -1449.414 0.000 2406.641 -2709.863 -273.047 -2849.121 1445.117 0.000 129.688 2337.500 -2483.887 1435.645 208.496 -2721.875 2964.941 965.918 3009.961 -1082.129 -42.969 3158.887 3046.484 0.000 0.000 50.000
-1256.445 196.484 -2970.410 115.918 1700.977 1869.629 2724.414 -3184.082 159.961 -515.820 90.137 -1450.000 0.000 2404.199 -2708.887 -264.648 -2848.242 1445.313 0.000 128.125 2340.137 -2481.250 1434.766 202.246 -2722.949 2962.500 964.355 3002.832 -1083.887 -50.293 3153.809 3041.016 0.000 0.000 50.000
-1258.301 192.188 -2973.438 114.941 1697.266 1865.332 2723.340 -3186.133 159.473 -520.605 89.063 -1450.879 0.000 2405.273 -2710.840 -262.695 -2850.098 1448.926 0.000 129.883 2336.719 -2480.176 1435.059 205.566 -2722.461 2964.063 965.820 3009.570 -1083.008 -44.727 3156.152 3044.727 0.000 0.000 50.000
-1266.895 185.254 -2976.953 113.281 1691.797 1854.785 2719.238 -3185.742 156.934 -527.344 82.813 -1450.684 0.000 2408.203 -2714.355 -265.430 -2852.246 1455.566 0.000 131.055 2333.398 -2480.176 1438.965 214.453 -2721.680 2962.109 968.555 3021.680 -1078.711 -36.621 3165.625 3053.223 0.000 0.000 50.000
-1276.465 174.121 -2983.398 110.645 1683.691 1840.820 2713.965 -3186.621 155.078 -537.500 73.047 -1452.441 0.000 2412.598 -2717.773 -270.898 -2855.371 1464.648 0.000 133.984 2330.078 -2482.715 1442.578 226.855 -2719.141 2960.254 974.805 3037.793 -1074.805 -22.168 3178.711 3065.820 0.000 0.000 50.000
-1284.570 163.770 -2989.844 109.668 1676.660 1828.418 2708.496 -3187.598 153.125 -545.020 66.699 -1453.027 0.000 2415.137 -2721.289 -278.809 -2857.520 1471.191 0.000 136.621 2325.391 -2484.473 1446.289 238.867 -2716.016 2960.254 978.027 3054.395 -1070.410 -11.133 3190.137 3076.367 0.000 0.000 50.000
-1289.453 158.789 -2993.164 107.813 1672.754 1823.926 2706.738 -3187.012 152.441 -550.977 62.695 -1454.395 0.000 2419.238 -2722.461 -281.543 -2860.645 1475.879 0.000 137.988 2323.730 -2482.813 1447.754 243.164 -2716.699 2960.254 979.883 3063.574 -1068.359 -5.957 3194.824 3082.324 0.000 0.000 50.000
-1287.793 160.254 -2991.699 107.813 1673.828 1824.805 2707.031 -3187.891 152.930 -549.707 62.793 -1453.223 0.000 2416.211 -2721.777 -282.227 -2859.570 1476.855 0.000 138.086 2325.098 -2479.883 1446.582 240.820 -2716.992 2959.570 980.859 3063.379 -1070.215 -8.008 3192.285 3080.078 0.000 0.000 50.000
-1283.301 167.480 -2988.281 108.887 1678.711 1833.203 2710.547 -3187.305 154.004 -542.969 67.676 -1452.734 0.000 2413.477 -2720.117 -280.566 -2858.984 1472.949 0.000 135.449 2328.516 -2474.609 1444.727 233.203 -2718.359 2960.352 975.977 3057.227 -1073.047 -15.625 3183.008 3070.898 0.000 0.000 50.000
-1273.242 176.953 -2981.348 111.035 1687.500 1847.168 2716.016 -3187.988 156.152 -534.668 73.633 -1454.297 0.000 2408.105 -2717.969 -274.609 -2856.348 1468.164 0.000 132.617 2332.520 -2467.480 1439.941 219.824 -2719.141 2961.426 970.020 3045.410 -1077.539 -28.418 3169.727 3057.324 0.000 0.000 50.000
-1263.770 188.672 -2975.879 113.184 1692.383 1858.008 2721.680 -3187.695 156.152 -525.781 81.641 -1453.516 0.000 2404.492 -2714.746 -270.605 -2852.539 1462.793 0.000 129.883 2336.328 -2461.328 1434.668 207.520 -2720.801 2962.305 965.039 3035.254 -1082.520 -41.602 3158.496 3042.773 0.000 0.000 50.000
-1259.863 192.871 -2974.707 113.379 1697.266 1862.793 2723.828 -3187.793 158.301 -521.289 86.816 -1454.102 0.000 2401.758 -2712.891 -270.801 -2852.441 1461.816 0.000 129.395 2339.746 -2458.398 1432.129 201.758 -2722.070 2963.770 962.891 3031.250 -1084.961 -48.047 3151.660 3036.426 0.000 0.000 50.000
-1260.352 192.480 -2974.707 113.867 1696.973 1861.523 2722.656 -3188.770 158.887 -522.949 85.156 -1454.492 0.000 2401.563 -2713.086 -276.660 -2852.832 1464.648 0.000 128.711 2338.770 -2457.422 1432.617 202.344 -2721.680 2963.379 962.891 3036.719 -1083.398 -45.605 3151.465 3037.305 0.000 0.000 50.000
-1267.480 185.059 -2977.930 112.402 1690.527 1852.539 2720.410 -3188.770 158.594 -528.906 78.516 -1455.371 0.000 2404.590 -2716.309 -284.863 -2853.809 1469.531 0.000 129.980 2336.426 -2457.715 1434.961 209.863 -2720.605 2963.184 966.406 3051.270 -1079.492 -37.305 3160.254 3043.945 0.000 0.000 50.000
-1277.930 173.047 -2983.887 109.570 1683.105 1841.895 2713.770 -3187.207 156.445 -539.160 70.703 -1457.129 0.000 2408.691 -2718.848 -295.703 -2856.836 1479.102 0.000 134.961 2333.008 -2460.449 1439.355 222.559 -2718.164 2961.035 970.117 3068.750 -1075.879 -24.219 3172.266 3057.520 0.000 0.000 50.000
-1287.695 163.867 -2990.039 108.105 1674.609 1827.734 2709.473 -3188.477 155.078 -547.754 63.965 -1456.934 0.000 2412.500 -2723.047 -307.129 -2859.277 1485.449 0.000 136.426 2328.906 -2462.695 1444.727 235.840 -2716.406 2960.059 976.367 3085.156 -1072.754 -11.914 3186.230 3069.824 0.000 0.000 50.000
-1291.602 157.813 -2993.848 107.910 1670.605 1820.410 2707.813 -3189.258 153.809 -553.711 59.082 -1457.520 0.000 2414.355 -2724.316 -313.477 -2862.305 1489.648 0.000 139.355 2326.563 -2462.402 1446.582 241.211 -2715.625 2960.254 978.906 3097.168 -1070.020 -5.469 3192.188 3075.977 0.000 0.000 50.000
-1291.309 158.105 -2992.969 107.324 1670.898 1820.801 2707.715 -3189.746 153.613 -553.809 57.910 -1456.641 0.000 2414.258 -2725.586 -315.527 -2861.328 1491.797 0.000 138.867 2327.148 -2460.352 1447.363 239.844 -2713.477 2958.984 978.125 3097.656 -1070.703 -5.273 3191.211 3075.586 0.000 0.000 50.000
-1286.816 163.867 -2990.820 108.203 1674.121 1827.734 2709.668 -3190.039 156.055 -549.219 62.305 -1458.496 0.000 2411.719 -2723.828 -312.500 -2860.352 1491.016 0.000 137.305 2330.176 -2453.223 1444.043 232.422 -2714.746 2960.254 974.902 3092.480 -1073.535 -13.184 3182.910 3067.969 0.000 0.000 50.000
-1277.441 173.438 -2984.766 110.059 1680.859 1839.844 2714.258 -3189.941 158.203 -541.016 69.238 -1458.496 0.000 2408.008 -2719.727 -306.445 -2858.008 1485.449 0.000 134.375 2333.008 -2449.414 1439.746 221.875 -2717.676 2961.328 969.629 3081.934 -1078.711 -25.293 3171.973 3054.102 0.000 0.000 50.000
-1267.773 184.570 -2979.688 112.402 1689.258 1852.734 2719.434 -3189.355 160.352 -532.324 77.051 -1458.203 0.000 2402.734 -2716.699 -298.730 -2857.324 1480.664 0.000 131.152 2337.988 -2448.633 1433.496 208.691 -2719.043 2962.598 964.844 3070.020 -1082.715 -36.621 3158.984 3040.723 0.000 0.000 50.000
-1262.793 190.820 -2975.488 111.816 1693.555 1860.645 2722.363 -3188.867 160.742 -525.488 80.664 -1457.422 0.000 2400.000 -2713.281 -295.996 -2854.102 1478.613 0.000 129.004 2341.016 -2447.559 1431.738 202.246 -2720.313 2962.207 962.695 3062.207 -1085.156 -45.996 3150.293 3032.129 0.000 0.000 50.000
-1262.500 191.016 -2975.586 112.988 1694.434 1859.863 2722.168 -3189.258 160.938 -525.000 82.324 -1457.520 0.000 2400.098 -2712.891 -297.266 -2854.102 1481.348 0.000 128.809 2340.234 -2447.656 1431.152 201.172 -2720.313 2961.035 961.719 3062.305 -1085.156 -44.824 3151.270 3029.297 0.000 0.000 50.000
-1266.992 184.668 -2979.688 111.523 1690.039 1852.930 2719.043 -3189.258 162.207 -531.543 77.441 -1458.984 0.000 2401.660 -2715.234 -301.953 -2856.348 1487.891 0.000 131.250 2338.184 -2450.391 1433.203 208.203 -2719.922 2962.402 963.770 3072.949 -1081.836 -38.770 3156.836 3037.207 0.000 0.000 50.000
-1274.805 175.293 -2983.887 110.156 1683.008 1841.602 2715.137 -3189.453 161.328 -540.430 69.629 -1459.375 0.000 2404.395 -2719.141 -310.059 -2859.766 1495.898 0.000 135.156 2334.570 -2455.469 1438.574 219.043 -2717.285 2961.426 969.043 3089.258 -1079.395 -28.418 3167.480 3046.777 0.000 0.000 50.000
-1286.621 163.672 -2989.648 108.008 1674.512 1828.125 2708.984 -3188.965 159.766 -550.293 62.207 -1459.473 0.000 2408.496 -2722.461 -318.750 -2860.840 1504.199 0.000 138.379 2330.469 -2458.691 1444.531 230.566 -2715.527 2959.473 973.926 3104.883 -1074.512 -14.160 3180.273 3059.766 0.000 0.000 50.000
-1292.285 157.813 -2992.676 107.031 1668.945 1817.773 2706.250 -3189.160 158.887 -557.422 56.543 -1460.449 0.000 2410.742 -2722.754 -324.023 -2863.086 1510.449 0.000 140.918 2326.563 -2462.695 1447.461 238.379 -2714.063 2958.789 976.660 3114.746 -1071.582 -4.785 3188.574 3068.457 0.000 0.000 50.000
-1292.383 156.738 -2994.043 106.348 1668.359 1816.895 2705.859 -3190.527 159.668 -558.398 55.078 -1458.789 0.000 2410.352 -2722.949 -325.391 -2862.891 1512.402 0.000 140.723 2326.660 -2462.500 1447.559 239.063 -2714.160 2958.496 977.637 3117.285 -1071.094 -4.883 3189.160 3070.020 0.000 0.000 50.000
-1288.672 161.035 -2991.895 106.641 1671.191 1823.730 2708.691 -3190.234 160.840 -554.492 59.375 -1460.352 0.000 2408.496 -2721.484 -321.973 -2862.598 1510.059 0.000 139.160 2328.809 -2460.938 1444.434 233.691 -2715.820 2957.715 975.000 3113.867 -1072.559 -9.473 3182.910 3064.941 0.000 0.000 -50.000
-1280.762 169.434 -2988.281 107.422 1677.539 1833.105 2712.793 -3189.355 162.109 -546.973 65.625 -1459.668 0.000 2405.176 -2717.969 -315.234 -2861.133 1506.445 0.000 137.500 2333.887 -2458.008 1440.234 222.949 -2717.969 2959.082 970.410 3102.344 -1076.855 -19.824 3173.145 3053.516 0.000 0.000 -50.000
-1270.703 181.738 -2982.324 110.547 1686.035 1846.094 2717.969 -3189.355 163.965 -537.012 70.801 -1461.621 0.000 2400.293 -2714.453 -306.055 -2858.105 1499.805 0.000 135.156 2336.328 -2452.930 1436.328 210.156 -2719.629 2959.863 965.332 3089.551 -1081.348 -34.668 3159.961 3038.281 0.000 0.000 -50.000
-1263.867 189.453 -2976.172 111.914 1690.723 1855.469 2722.559 -3190.332 165.918 -529.883 77.441 -1461.621 0.000 2397.363 -2711.328 -301.270 -2856.641 1495.801 0.000 131.934 2340.625 -2448.828 1431.836 200.000 -2721.582 2959.766 961.328 3079.492 -1083.984 -43.262 3149.414 3027.832 0.000 0.000 -50.000
-1261.914 190.039 -2975.488 112.402 1691.895 1858.203 2722.852 -3189.453 166.699 -528.320 78.223 -1461.914 0.000 2396.582 -2711.328 -298.535 -2856.934 1494.922 0.000 132.617 2340.723 -2449.316 1430.469 198.828 -2722.070 2959.766 960.352 3078.223 -1084.277 -46.680 3148.145 3025.781 0.000 0.000 -50.000
-1265.820 187.305 -2978.809 111.426 1688.867 1853.027 2719.531 -3188.281 166.602 -531.934 74.121 -1462.012 0.000 2398.926 -2712.109 -302.930 -2858.496 1497.559 0.000 133.887 2339.746 -2449.121 1433.301 202.051 -2720.410 2958.789 961.621 3084.180 -1083.398 -40.039 3153.320 3029.102 0.000 0.000 -50.000
-1275.000 177.832 -2984.668 108.887 1683.398 1841.895 2715.723 -3189.746 164.551 -540.625 68.457 -1462.305 0.000 2399.805 -2713.672 -309.473 -2860.742 1503.027 0.000 137.695 2335.938 -2450.879 1438.184 214.063 -2717.676 2959.180 965.039 3097.559 -1079.102 -29.492 3162.109 3040.625 0.000 0.000 -50.000
-1285.059 166.699 -2990.820 107.324 1673.828 1827.930 2711.426 -3189.746 164.355 -552.148 61.230 -1462.207 0.000 2404.102 -2718.359 -318.066 -2863.770 1512.891 0.000 140.234 2332.422 -2452.539 1441.895 226.660 -2716.113 2957.910 970.703 3113.281 -1075.098 -16.992 3174.219 3053.809 0.000 0.000 -50.000
-1292.090 157.813 -2993.164 107.422 1668.359 1817.871 2707.715 -3190.137 163.184 -558.398 54.102 -1461.914 0.000 2406.152 -2719.434 -325.000 -2863.867 1517.285 0.000 141.504 2328.809 -2453.516 1446.875 234.961 -2716.016 2956.934 974.121 3122.168 -1071.191 -8.789 3185.156 3063.477 0.000 0.000 -50.000
-1294.336 155.859 -2995.020 106.250 1667.285 1815.430 2706.250 -3188.965 162.402 -561.133 52.148 -1462.109 0.000 2405.762 -2719.434 -328.418 -2865.723 1517.969 0.000 143.457 2327.930 -2452.148 1449.316 237.109 -2716.406 2956.641 974.414 3126.074 -1070.215 -4.297 3187.500 3066.504 0.000 0.000 -50.000
-1290.918 159.180 -2993.164 107.520 1668.262 1818.750 2706.543 -3189.453 162.793 -557.129 54.688 -1461.426 0.000 2405.664 -2717.773 -327.051 -2864.551 1516.016 0.000 142.773 2328.027 -2449.414 1446.973 234.277 -2717.188 2956.055 973.340 3122.754 -1071.973 -9.766 3183.496 3062.793 0.000 0.000 -50.000
-1283.887 168.066 -2989.063 108.398 1674.902 1828.320 2709.668 -3188.574 164.746 -550.000 59.473 -1461.816 0.000 2401.465 -2713.770 -320.703 -2863.965 1512.402 0.000 140.820 2330.371 -2446.191 1443.652 225.879 -2719.141 2956.348 969.727 3111.914 -1075.781 -18.555 3173.438 3052.344 0.000 0.000 -50.000
-1274.121 178.809 -2982.422 110.449 1682.715 1843.164 2715.234 -3188.574 166.699 -541.016 66.602 -1462.598 0.000 2396.387 -2712.305 -314.355 -2860.938 1505.859 0.000 138.086 2333.496 -2439.355 1437.598 212.695 -2720.703 2956.738 963.379 3098.047 -1078.125 -30.957 3161.035 3038.770 0.000 0.000 -50.000
-1265.723 187.402 -2976.855 111.816 1688.965 1853.906 2720.410 -3188.770 168.457 -531.543 73.730 -1462.402 0.000 2393.848 -2708.594 -309.375 -2857.715 1492.676 0.000 135.840 2336.621 -2434.863 1435.059 201.855 -2722.363 2958.105 959.082 3085.742 -1081.152 -42.871 3150.293 3028.711 0.000 0.000 -50.000
-1261.523 191.797 -2975.000 113.086 1691.016 1858.398 2721.582 -3188.379 168.750 -528.711 75.391 -1462.207 0.000 2392.578 -2707.031 -307.227 -2857.520 1490.332 0.000 134.863 2338.770 -2434.570 1432.910 197.266 -2722.949 2958.984 957.813 3080.566 -1083.203 -46.484 3146.387 3024.512 0.000 0.000 -50.000
-1264.160 188.281 -2977.344 112.695 1689.746 1854.883 2721.289 -3187.695 169.141 -531.738 73.145 -1462.695 0.000 2391.992 -2707.129 -309.180 -2859.082 1489.551 0.000 137.305 2336.523 -2435.645 1435.254 200.391 -2721.973 2958.398 960.059 3085.352 -1081.641 -41.602 3148.535 3027.734 0.000 0.000 -50.000
-1270.801 180.957 -2981.543 112.207 1683.398 1844.629 2716.797 -3187.793 168.262 -537.598 69.141 -1460.742 0.000 2395.215 -2709.473 -316.602 -2859.961 1493.262 0.000 140.625 2332.813 -2435.742 1439.551 209.277 -2722.363 2957.617 962.695 3094.727 -1078.320 -33.984 3157.422 3036.621 0.000 0.000 -50.000
-1280.371 170.313 -2984.863 111.133 1675.879 1832.715 2711.816 -3188.770 166.504 -547.754 62.598 -1463.379 0.000 2397.168 -2711.230 -324.805 -2862.695 1499.414 0.000 143.066 2329.590 -2440.723 1444.922 221.582 -2719.531 2956.348 967.969 3108.691 -1073.828 -20.898 3170.313 3049.414 0.000 0.000 -50.000
-1287.891 161.035 -2989.941 109.863 1670.020 1821.582 2708.008 -3187.402 166.797 -555.664 55.957 -1461.328 0.000 2401.758 -2715.332 -332.617 -2863.965 1503.027 0.000 144.824 2325.000 -2445.117 1449.023 233.496 -2718.066 2956.641 972.070 3120.313 -1071.191 -10.938 3181.250 3058.887 0.000 0.000 -50.000
-1291.992 157.422 -2991.895 109.180 1669.336 1817.773 2706.445 -3186.816 166.309 -558.984 52.734 -1461.426 0.000 2402.051 -2715.918 -335.840 -2865.332 1503.027 0.000 148.145 2321.973 -2448.340 1450.586 237.500 -2716.016 2956.250 974.609 3126.758 -1068.555 -7.324 3183.789 3064.453 0.000 0.000 -50.000
-1289.453 160.938 -2990.039 109.863 1668.652 1821.680 2707.227 -3186.328 166.309 -556.055 54.297 -1460.742 0.000 2400.684 -2715.137 -336.230 -2863.770 1500.195 0.000 147.949 2324.707 -2447.168 1451.465 234.766 -2717.480 2954.980 972.363 3123.926 -1070.898 -8.301 3180.957 3060.938 0.000 0.000 -50.000
-1282.715 167.090 -2985.645 112.109 1674.805 1829.102 2710.840 -3186.621 167.578 -550.781 58.203 -1461.914 0.000 2397.461 -2711.621 -330.469 -2863.379 1494.531 0.000 145.410 2325.977 -2445.508 1447.070 228.125 -2718.262 2956.934 969.141 3116.113 -1073.535 -17.676 3173.242 3054.883 0.000 0.000 -50.000
-1272.559 178.125 -2982.227 112.305 1682.031 1840.918 2714.844 -3187.109 169.238 -541.211 65.332 -1462.500 0.000 2394.434 -2709.277 -322.754 -2861.523 1492.090 0.000 143.066 2329.590 -2440.918 1443.262 215.527 -2719.824 2956.934 962.695 3102.637 -1077.930 -28.027 3160.840 3042.090 0.000 0.000 -50.000
-1265.039 187.598 -2975.684 114.258 1688.379 1852.637 2718.359 -3187.402 170.215 -533.398 71.680 -1463.770 0.000 2389.258 -2705.664 -316.602 -2859.473 1491.602 0.000 140.527 2333.691 -2436.719 1437.793 204.590 -2721.289 2956.836 958.496 3089.746 -1081.348 -39.063 3150.293 3029.883 0.000 0.000 -50.000
-1260.742 191.406 -2973.242 115.332 1690.820 1858.398 2720.215 -3186.523 171.582 -528.125 74.414 -1463.379 0.000 2389.160 -2704.590 -313.086 -2856.738 1487.793 0.000 139.551 2334.766 -2436.328 1435.547 197.168 -2723.047 2956.641 956.250 3085.059 -1081.934 -43.555 3144.238 3023.438 0.000 0.000 -50.000
-1262.500 192.090 -2973.633 115.527 1689.258 1857.031 2718.750 -3186.230 172.656 -528.516 73.730 -1463.770 0.000 2388.672 -2704.980 -313.770 -2858.398 1485.254 0.000 140.430 2334.180 -2438.672 1436.523 198.438 -2723.633 2957.324 956.934 3087.988 -1080.859 -41.602 3146.094 3025.586 0.000 0.000 -50.000
-1268.457 184.570 -2978.223 114.648 1685.938 1849.805 2716.211 -3185.742 172.070 -536.621 68.457 -1463.867 0.000 2390.625 -2706.738 -317.676 -2859.570 1487.793 0.000 142.285 2331.445 -2440.918 1440.723 206.934 -2721.582 2956.152 960.645 3096.094 -1078.027 -33.594 3153.711 3032.813 0.000 0.000 -50.000
