Fp1 - M1Ref	Fpz - M1Ref	Fp2 - M1Ref	F7 - M1Ref	F3 - M1Ref	Fz - M1Ref	F4 - M1Ref	F8 - M1Ref	FC5 - M1Ref	FC1 - M1Ref	FC2 - M1Ref	FC6 - M1Ref	M1 - M1Ref	T7 - M1Ref	C3 - M1Ref	Cz - M1Ref	C4 - M1Ref	T8 - M1Ref	M2 - M1Ref	CP5 - M1Ref	CP1 - M1Ref	CP2 - M1Ref	CP6 - M1Ref	P7 - M1Ref	P3 - M1Ref	Pz - M1Ref	P4 - M1Ref	P8 - M1Ref	POz - M1Ref	O1 - M1Ref	Oz - M1Ref	O2 - M1Ref	HEOG - M1Ref	VEOG - M1Ref	
-1.244819E+003	2.816613E+002	-2.863912E+003	-6.201311E+003	-1.117502E+004	1.712661E+003	9.082711E+003	-9.535546E+003	1.669996E+002	5.822201E+003	8.190906E+001	-1.530637E+003	0.000000E+000	-3.977132E+003	-2.642349E+003	-6.694016E+003	9.921626E+003	1.467265E+003	0.000000E+000	-6.207839E+003	2.372512E+003	4.065109E+003	7.783917E+003	2.179031E+002	3.703507E+003	2.958216E+003	7.322052E+003	-3.456805E+003	-1.039072E+003	-6.437291E+003	3.043784E+003	3.002204E+003	0.000000E+000	0.000000E+000	
-1.232314E+003	2.969433E+002	-2.858045E+003	-6.199416E+003	-1.116483E+004	1.728770E+003	9.087658E+003	-9.536392E+003	1.692983E+002	5.834356E+003	9.097534E+001	-1.530066E+003	0.000000E+000	-3.982962E+003	-2.637696E+003	-6.683662E+003	9.925433E+003	1.459504E+003	0.000000E+000	-6.211922E+003	2.379611E+003	4.070921E+003	7.776524E+003	2.017015E+002	3.701981E+003	2.958969E+003	7.315119E+003	-3.473779E+003	-1.044074E+003	-6.453529E+003	3.026865E+003	2.984274E+003	0.000000E+000	0.000000E+000	
-1.227312E+003	3.021845E+002	-2.854606E+003	-6.198074E+003	-1.116148E+004	1.735501E+003	9.090361E+003	-9.537054E+003	1.692432E+002	5.839120E+003	9.360510E+001	-1.530802E+003	0.000000E+000	-3.985683E+003	-2.635967E+003	-6.680002E+003	9.925157E+003	1.455329E+003	0.000000E+000	-6.212896E+003	2.381579E+003	4.074617E+003	7.772902E+003	1.960006E+002	3.701631E+003	2.960294E+003	7.311258E+003	-3.480087E+003	-1.045527E+003	-6.458384E+003	3.021293E+003	2.978095E+003	0.000000E+000	0.000000E+000	
-1.217161E+003	3.155356E+002	-2.846386E+003	-6.196971E+003	-1.115252E+004	1.752254E+003	9.096835E+003	-9.538011E+003	1.712293E+002	5.849657E+003	1.026346E+002	-1.532144E+003	0.000000E+000	-3.989968E+003	-2.630285E+003	-6.669906E+003	9.928008E+003	1.446686E+003	0.000000E+000	-6.216777E+003	2.388585E+003	4.079987E+003	7.766796E+003	1.799462E+002	3.699976E+003	2.960827E+003	7.305299E+003	-3.497466E+003	-1.051577E+003	-6.473869E+003	3.006269E+003	2.962960E+003	0.000000E+000	0.000000E+000	
-1.209143E+003	3.250800E+002	-2.842873E+003	-6.194892E+003	-1.114601E+004	1.762865E+003	9.100715E+003	-9.539721E+003	1.727005E+002	5.859183E+003	1.095676E+002	-1.532236E+003	0.000000E+000	-3.992138E+003	-2.628740E+003	-6.663415E+003	9.930233E+003	1.442309E+003	0.000000E+000	-6.220123E+003	2.392797E+003	4.084014E+003	7.762474E+003	1.688018E+002	3.698431E+003	2.960717E+003	7.301750E+003	-3.509364E+003	-1.055439E+003	-6.484278E+003	2.995621E+003	2.951485E+003	0.000000E+000	0.000000E+000	
-1.218632E+003	3.143219E+002	-2.848188E+003	-6.196658E+003	-1.115194E+004	1.749202E+003	9.094922E+003	-9.538801E+003	1.716155E+002	5.849418E+003	1.016967E+002	-1.531648E+003	0.000000E+000	-3.989656E+003	-2.631885E+003	-6.672646E+003	9.929166E+003	1.449059E+003	0.000000E+000	-6.215912E+003	2.387610E+003	4.079858E+003	7.767329E+003	1.819691E+002	3.699535E+003	2.960790E+003	7.307009E+003	-3.496141E+003	-1.050216E+003	-6.472526E+003	3.006839E+003	2.964762E+003	0.000000E+000	0.000000E+000	
-1.232259E+003	2.982858E+002	-2.855434E+003	-6.197853E+003	-1.116358E+004	1.730315E+003	9.087989E+003	-9.537201E+003	1.692616E+002	5.834614E+003	9.209712E+001	-1.530305E+003	0.000000E+000	-3.984047E+003	-2.636960E+003	-6.683993E+003	9.925580E+003	1.457683E+003	0.000000E+000	-6.211075E+003	2.381009E+003	4.074838E+003	7.773913E+003	2.004878E+002	3.702790E+003	2.958730E+003	7.314604E+003	-3.476905E+003	-1.045619E+003	-6.454559E+003	3.024456E+003	2.983428E+003	0.000000E+000	0.000000E+000	
-1.236562E+003	2.930631E+002	-2.858468E+003	-6.199141E+003	-1.116597E+004	1.725515E+003	9.086261E+003	-9.536503E+003	1.686915E+002	5.831249E+003	8.882370E+001	-1.529478E+003	0.000000E+000	-3.982281E+003	-2.638616E+003	-6.685391E+003	9.924109E+003	1.459522E+003	0.000000E+000	-6.210763E+003	2.378397E+003	4.074912E+003	7.776947E+003	2.047727E+002	3.703728E+003	2.957682E+003	7.316535E+003	-3.471756E+003	-1.043283E+003	-6.450458E+003	3.030691E+003	2.988081E+003	0.000000E+000	0.000000E+000	
-1.247541E+003	2.796384E+002	-2.865346E+003	-6.201200E+003	-1.117294E+004	1.711208E+003	9.081589E+003	-9.536154E+003	1.681398E+002	5.818081E+003	8.135736E+001	-1.529643E+003	0.000000E+000	-3.978070E+003	-2.642349E+003	-6.694917E+003	9.919419E+003	1.468681E+003	0.000000E+000	-6.206883E+003	2.373395E+003	4.068493E+003	7.783421E+003	2.210110E+002	3.704923E+003	2.956450E+003	7.321721E+003	-3.456474E+003	-1.038391E+003	-6.436666E+003	3.044869E+003	3.004246E+003	0.000000E+000	0.000000E+000	
-1.255651E+003	2.701491E+002	-2.870532E+003	-6.203149E+003	-1.118064E+004	1.697176E+003	9.076715E+003	-9.536135E+003	1.660065E+002	5.810394E+003	7.381746E+001	-1.529643E+003	0.000000E+000	-3.973527E+003	-2.645291E+003	-6.703707E+003	9.916937E+003	1.474694E+003	0.000000E+000	-6.204492E+003	2.367988E+003	4.065643E+003	7.787724E+003	2.332404E+002	3.707259E+003	2.955494E+003	7.327919E+003	-3.444760E+003	-1.034456E+003	-6.424308E+003	3.058441E+003	3.016972E+003	0.000000E+000	0.000000E+000	
-1.247762E+003	2.780752E+002	-2.865328E+003	-6.200667E+003	-1.117354E+004	1.708670E+003	9.079640E+003	-9.536301E+003	1.667973E+002	5.816923E+003	7.924251E+001	-1.530250E+003	0.000000E+000	-3.977058E+003	-2.644372E+003	-6.696810E+003	9.919621E+003	1.469600E+003	0.000000E+000	-6.205706E+003	2.372108E+003	4.069063E+003	7.783237E+003	2.218202E+002	3.705696E+003	2.956321E+003	7.323762E+003	-3.455003E+003	-1.037840E+003	-6.433135E+003	3.047058E+003	3.006544E+003	0.000000E+000	0.000000E+000	
-1.234263E+003	2.951043E+002	-2.856960E+003	-6.198534E+003	-1.116257E+004	1.729175E+003	9.087566E+003	-9.536356E+003	1.694455E+002	5.831966E+003	9.007422E+001	-1.530489E+003	0.000000E+000	-3.982245E+003	-2.637917E+003	-6.685188E+003	9.923170E+003	1.459394E+003	0.000000E+000	-6.209053E+003	2.378710E+003	4.076512E+003	7.774465E+003	2.024923E+002	3.702937E+003	2.957425E+003	7.316020E+003	-3.475692E+003	-1.044626E+003	-6.453400E+003	3.026902E+003	2.985929E+003	0.000000E+000	0.000000E+000	
-1.229647E+003	2.990214E+002	-2.854018E+003	-6.199288E+003	-1.115983E+004	1.733901E+003	9.089295E+003	-9.536631E+003	1.697397E+002	5.836361E+003	9.312696E+001	-1.530784E+003	0.000000E+000	-3.984120E+003	-2.637586E+003	-6.681308E+003	9.924660E+003	1.456010E+003	0.000000E+000	-6.210138E+003	2.382443E+003	4.078608E+003	7.771743E+003	1.971408E+002	3.702698E+003	2.957314E+003	7.313023E+003	-3.481613E+003	-1.044828E+003	-6.457961E+003	3.022342E+003	2.980780E+003	0.000000E+000	0.000000E+000	
-1.217970E+003	3.120048E+002	-2.848538E+003	-6.197283E+003	-1.115002E+004	1.747933E+003	9.093837E+003	-9.537679E+003	1.718178E+002	5.848002E+003	1.006853E+002	-1.531703E+003	0.000000E+000	-3.989159E+003	-2.633393E+003	-6.672646E+003	9.926334E+003	1.447900E+003	0.000000E+000	-6.215066E+003	2.387132E+003	4.084345E+003	7.766814E+003	1.822449E+002	3.701742E+003	2.959043E+003	7.307506E+003	-3.495608E+003	-1.049572E+003	-6.472361E+003	3.008089E+003	2.965792E+003	0.000000E+000	0.000000E+000	
-1.208260E+003	3.226893E+002	-2.841439E+003	-6.196253E+003	-1.114136E+004	1.763049E+003	9.098802E+003	-9.538213E+003	1.736384E+002	5.857730E+003	1.099538E+002	-1.532531E+003	0.000000E+000	-3.993830E+003	-2.628483E+003	-6.662495E+003	9.928578E+003	1.439146E+003	0.000000E+000	-6.217972E+003	2.392226E+003	4.089734E+003	7.762070E+003	1.685628E+002	3.699811E+003	2.960404E+003	7.301842E+003	-3.510762E+003	-1.054998E+003	-6.485878E+003	2.993248E+003	2.951025E+003	0.000000E+000	0.000000E+000	
-1.213961E+003	3.180735E+002	-2.844197E+003	-6.195573E+003	-1.114425E+004	1.754645E+003	9.097056E+003	-9.537679E+003	1.726821E+002	5.851956E+003	1.056506E+002	-1.532586E+003	0.000000E+000	-3.991531E+003	-2.631168E+003	-6.667313E+003	9.926426E+003	1.443799E+003	0.000000E+000	-6.215876E+003	2.389689E+003	4.088171E+003	7.762529E+003	1.746866E+002	3.699277E+003	2.959926E+003	7.305612E+003	-3.504325E+003	-1.052202E+003	-6.478742E+003	3.001211E+003	2.958436E+003	0.000000E+000	0.000000E+000	
-1.228728E+003	3.001984E+002	-2.853466E+003	-6.197118E+003	-1.115591E+004	1.734306E+003	9.088780E+003	-9.537054E+003	1.694271E+002	5.837299E+003	9.406485E+001	-1.531409E+003	0.000000E+000	-3.985316E+003	-2.636556E+003	-6.681271E+003	9.923226E+003	1.454208E+003	0.000000E+000	-6.209365E+003	2.381045E+003	4.081109E+003	7.771375E+003	1.961478E+002	3.702312E+003	2.957296E+003	7.312729E+003	-3.483765E+003	-1.045104E+003	-6.459102E+003	3.021128E+003	2.980026E+003	0.000000E+000	0.000000E+000	
-1.233748E+003	2.949020E+002	-2.856041E+003	-6.199472E+003	-1.116036E+004	1.728513E+003	9.087272E+003	-9.535951E+003	1.688018E+002	5.831212E+003	9.090178E+001	-1.531409E+003	0.000000E+000	-3.983017E+003	-2.638505E+003	-6.684967E+003	9.922380E+003	1.458511E+003	0.000000E+000	-6.209641E+003	2.380071E+003	4.078700E+003	7.775219E+003	2.012969E+002	3.702146E+003	2.958786E+003	7.314825E+003	-3.477990E+003	-1.042695E+003	-6.452205E+003	3.026957E+003	2.986021E+003	0.000000E+000	0.000000E+000	
-1.244249E+003	2.824704E+002	-2.862220E+003	-6.201329E+003	-1.116670E+004	1.715438E+003	9.081921E+003	-9.535546E+003	1.673858E+002	5.820858E+003	8.542155E+001	-1.530949E+003	0.000000E+000	-3.979412E+003	-2.641926E+003	-6.692121E+003	9.919217E+003	1.464984E+003	0.000000E+000	-6.205834E+003	2.374682E+003	4.075849E+003	7.780129E+003	2.149423E+002	3.704482E+003	2.957278E+003	7.320912E+003	-3.465449E+003	-1.039348E+003	-6.441300E+003	3.040125E+003	3.000310E+003	0.000000E+000	0.000000E+000	
-1.255026E+003	2.708295E+002	-2.867921E+003	-6.202064E+003	-1.117621E+004	1.699972E+003	9.075630E+003	-9.534884E+003	1.661169E+002	5.810872E+003	7.664952E+001	-1.530066E+003	0.000000E+000	-3.973969E+003	-2.645512E+003	-6.703247E+003	9.916477E+003	1.472524E+003	0.000000E+000	-6.202414E+003	2.369827E+003	4.070295E+003	7.786271E+003	2.294704E+002	3.706357E+003	2.954869E+003	7.326025E+003	-3.448898E+003	-1.034290E+003	-6.426331E+003	3.054377E+003	3.014434E+003	0.000000E+000	0.000000E+000	
-1.250961E+003	2.741397E+002	-2.865199E+003	-6.201035E+003	-1.117257E+004	1.702565E+003	9.076863E+003	-9.534056E+003	1.672203E+002	5.813760E+003	7.823106E+001	-1.530397E+003	0.000000E+000	-3.974833E+003	-2.644740E+003	-6.700580E+003	9.917213E+003	1.470685E+003	0.000000E+000	-6.203572E+003	2.370471E+003	4.073017E+003	7.784359E+003	2.250568E+002	3.705438E+003	2.955549E+003	7.324847E+003	-3.454562E+003	-1.034787E+003	-6.431517E+003	3.049724E+003	3.010039E+003	0.000000E+000	0.000000E+000	
-1.236396E+003	2.910401E+002	-2.857218E+003	-6.199141E+003	-1.116012E+004	1.723437E+003	9.083870E+003	-9.535675E+003	1.698684E+002	5.828380E+003	8.788581E+001	-1.530857E+003	0.000000E+000	-3.982373E+003	-2.638524E+003	-6.685593E+003	9.920504E+003	1.460423E+003	0.000000E+000	-6.207692E+003	2.378232E+003	4.079748E+003	7.774538E+003	2.054531E+002	3.704537E+003	2.956303E+003	7.317584E+003	-3.476023E+003	-1.040525E+003	-6.451525E+003	3.031058E+003	2.989331E+003	0.000000E+000	0.000000E+000	
-1.229629E+003	2.989479E+002	-2.854588E+003	-6.198791E+003	-1.115686E+004	1.733129E+003	9.086738E+003	-9.536245E+003	1.705305E+002	5.834246E+003	9.353154E+001	-1.530747E+003	0.000000E+000	-3.984837E+003	-2.637347E+003	-6.680922E+003	9.922270E+003	1.454612E+003	0.000000E+000	-6.209384E+003	2.381854E+003	4.082304E+003	7.772828E+003	1.974902E+002	3.702698E+003	2.956432E+003	7.313648E+003	-3.483930E+003	-1.043577E+003	-6.457410E+003	3.022820E+003	2.980523E+003	0.000000E+000	0.000000E+000	
-1.220508E+003	3.088417E+002	-2.848979E+003	-6.196308E+003	-1.114966E+004	1.744935E+003	9.091795E+003	-9.537386E+003	1.718913E+002	5.842852E+003	9.919566E+001	-1.530820E+003	0.000000E+000	-3.988442E+003	-2.634294E+003	-6.674228E+003	9.925102E+003	1.448764E+003	0.000000E+000	-6.211866E+003	2.386139E+003	4.087141E+003	7.767826E+003	1.851137E+002	3.699480E+003	2.958142E+003	7.307874E+003	-3.496436E+003	-1.046593E+003	-6.469106E+003	3.010535E+003	2.969121E+003	0.000000E+000	0.000000E+000	
-1.209878E+003	3.228365E+002	-2.841034E+003	-6.195334E+003	-1.113824E+004	1.761026E+003	9.096430E+003	-9.537937E+003	1.731970E+002	5.855303E+003	1.074712E+002	-1.531758E+003	0.000000E+000	-3.993793E+003	-2.628998E+003	-6.663506E+003	9.928780E+003	1.441758E+003	0.000000E+000	-6.216335E+003	2.390424E+003	4.091279E+003	7.761058E+003	1.694271E+002	3.698744E+003	2.960036E+003	7.303313E+003	-3.513446E+003	-1.052846E+003	-6.484296E+003	2.994168E+003	2.952423E+003	0.000000E+000	0.000000E+000	
-1.210485E+003	3.203722E+002	-2.842083E+003	-6.196124E+003	-1.114024E+004	1.758599E+003	9.096393E+003	-9.537588E+003	1.738775E+002	5.853390E+003	1.084458E+002	-1.532476E+003	0.000000E+000	-3.992304E+003	-2.629513E+003	-6.664021E+003	9.928118E+003	1.441372E+003	0.000000E+000	-6.215122E+003	2.389174E+003	4.090506E+003	7.762934E+003	1.708247E+002	3.699516E+003	2.960146E+003	7.303883E+003	-3.511718E+003	-1.052239E+003	-6.482825E+003	2.996320E+003	2.953140E+003	0.000000E+000	0.000000E+000	
-1.225105E+003	3.043177E+002	-2.851443E+003	-6.196603E+003	-1.115216E+004	1.739253E+003	9.089037E+003	-9.535546E+003	1.716707E+002	5.838494E+003	9.619809E+001	-1.530894E+003	0.000000E+000	-3.987449E+003	-2.636059E+003	-6.677465E+003	9.923538E+003	1.451449E+003	0.000000E+000	-6.210634E+003	2.383694E+003	4.085044E+003	7.770860E+003	1.904285E+002	3.701356E+003	2.957075E+003	7.310724E+003	-3.490955E+003	-1.044626E+003	-6.463534E+003	3.015445E+003	2.974068E+003	0.000000E+000	0.000000E+000	
-1.232314E+003	2.966307E+002	-2.854735E+003	-6.197320E+003	-1.115712E+004	1.728108E+003	9.084825E+003	-9.535381E+003	1.710270E+002	5.830568E+003	9.093856E+001	-1.530784E+003	0.000000E+000	-3.983366E+003	-2.637567E+003	-6.683827E+003	9.921718E+003	1.455605E+003	0.000000E+000	-6.208795E+003	2.381211E+003	4.081458E+003	7.774980E+003	2.000096E+002	3.703194E+003	2.955751E+003	7.314016E+003	-3.481944E+003	-1.041518E+003	-6.455773E+003	3.025505E+003	2.985322E+003	0.000000E+000	0.000000E+000	
-1.241546E+003	2.869024E+002	-2.858303E+003	-6.200520E+003	-1.116258E+004	1.718895E+003	9.082895E+003	-9.535031E+003	1.691696E+002	5.823433E+003	8.540316E+001	-1.530765E+003	0.000000E+000	-3.980148E+003	-2.640400E+003	-6.688921E+003	9.919971E+003	1.461656E+003	0.000000E+000	-6.206313E+003	2.376926E+003	4.076438E+003	7.779025E+003	2.117609E+002	3.704095E+003	2.954997E+003	7.318301E+003	-3.471664E+003	-1.037619E+003	-6.446707E+003	3.035987E+003	2.995051E+003	0.000000E+000	0.000000E+000	
-1.251384E+003	2.728892E+002	-2.865125E+003	-6.200630E+003	-1.117211E+004	1.701958E+003	9.075502E+003	-9.533873E+003	1.671835E+002	5.810872E+003	7.694376E+001	-1.530857E+003	0.000000E+000	-3.976451E+003	-2.643857E+003	-6.699588E+003	9.916973E+003	1.469324E+003	0.000000E+000	-6.201660E+003	2.371096E+003	4.072061E+003	7.784910E+003	2.273740E+002	3.706652E+003	2.954206E+003	7.324921E+003	-3.455242E+003	-1.033150E+003	-6.430983E+003	3.050681E+003	3.011473E+003	0.000000E+000	0.000000E+000	
-1.251421E+003	2.708111E+002	-2.865383E+003	-6.200979E+003	-1.117332E+004	1.698831E+003	9.076256E+003	-9.533726E+003	1.671099E+002	5.810302E+003	7.481052E+001	-1.531078E+003	0.000000E+000	-3.973895E+003	-2.644850E+003	-6.700857E+003	9.916587E+003	1.470207E+003	0.000000E+000	-6.201549E+003	2.370324E+003	4.072098E+003	7.785480E+003	2.280728E+002	3.705659E+003	2.954869E+003	7.326411E+003	-3.454562E+003	-1.032709E+003	-6.430027E+003	3.052961E+003	3.013588E+003	0.000000E+000	0.000000E+000	
-1.237868E+003	2.884472E+002	-2.857015E+003	-6.200005E+003	-1.116150E+004	1.718104E+003	9.081332E+003	-9.534296E+003	1.699604E+002	5.824076E+003	8.442850E+001	-1.531060E+003	0.000000E+000	-3.980755E+003	-2.639866E+003	-6.688756E+003	9.920964E+003	1.460184E+003	0.000000E+000	-6.206276E+003	2.377128E+003	4.078295E+003	7.779246E+003	2.094621E+002	3.704261E+003	2.956891E+003	7.318944E+003	-3.474129E+003	-1.038263E+003	-6.447020E+003	3.032989E+003	2.992439E+003	0.000000E+000	0.000000E+000	
-1.229537E+003	2.986536E+002	-2.852896E+003	-6.198258E+003	-1.115449E+004	1.731731E+003	9.085176E+003	-9.535326E+003	1.706960E+002	5.833823E+003	9.172932E+001	-1.530545E+003	0.000000E+000	-3.984359E+003	-2.636096E+003	-6.681859E+003	9.923943E+003	1.453104E+003	0.000000E+000	-6.208243E+003	2.382903E+003	4.081844E+003	7.773214E+003	1.972144E+002	3.702845E+003	2.957020E+003	7.314347E+003	-3.486818E+003	-1.043062E+003	-6.458660E+003	3.021624E+003	2.980504E+003	0.000000E+000	0.000000E+000	
-1.222788E+003	3.045752E+002	-2.848868E+003	-6.196823E+003	-1.114951E+004	1.740889E+003	9.089718E+003	-9.535694E+003	1.722224E+002	5.840572E+003	9.746700E+001	-1.532053E+003	0.000000E+000	-3.987136E+003	-2.632694E+003	-6.677391E+003	9.923815E+003	1.448967E+003	0.000000E+000	-6.211885E+003	2.385661E+003	4.084879E+003	7.769702E+003	1.888285E+002	3.700068E+003	2.956873E+003	7.310632E+003	-3.495608E+003	-1.044938E+003	-6.466917E+003	3.014342E+003	2.973350E+003	0.000000E+000	0.000000E+000	
-1.209639E+003	3.188826E+002	-2.841034E+003	-6.196474E+003	-1.113836E+004	1.757440E+003	9.095033E+003	-9.536209E+003	1.745027E+002	5.850742E+003	1.074896E+002	-1.532862E+003	0.000000E+000	-3.990906E+003	-2.628336E+003	-6.665805E+003	9.926867E+003	1.440581E+003	0.000000E+000	-6.214772E+003	2.391031E+003	4.089366E+003	7.762493E+003	1.722407E+002	3.699112E+003	2.958767E+003	7.302724E+003	-3.514090E+003	-1.049830E+003	-6.482880E+003	2.997460E+003	2.956652E+003	0.000000E+000	0.000000E+000	
-1.207432E+003	3.236824E+002	-2.839913E+003	-6.195591E+003	-1.113660E+004	1.762222E+003	9.096871E+003	-9.535877E+003	1.745763E+002	5.854677E+003	1.096412E+002	-1.532200E+003	0.000000E+000	-3.994327E+003	-2.626589E+003	-6.663304E+003	9.928025E+003	1.437896E+003	0.000000E+000	-6.214478E+003	2.393679E+003	4.090359E+003	7.760139E+003	1.683604E+002	3.699002E+003	2.959779E+003	7.301198E+003	-3.517860E+003	-1.052294E+003	-6.486907E+003	2.992697E+003	2.950896E+003	0.000000E+000	0.000000E+000	
-1.220195E+003	3.093750E+002	-2.847563E+003	-6.197338E+003	-1.114664E+004	1.744016E+003	9.089625E+003	-9.536098E+003	1.744475E+002	5.841381E+003	9.943474E+001	-1.531740E+003	0.000000E+000	-3.987522E+003	-2.631830E+003	-6.674503E+003	9.924200E+003	1.446539E+003	0.000000E+000	-6.210984E+003	2.387224E+003	4.085320E+003	7.767458E+003	1.847643E+002	3.701190E+003	2.957149E+003	7.308738E+003	-3.499580E+003	-1.045729E+003	-6.470338E+003	3.010554E+003	2.968808E+003	0.000000E+000	0.000000E+000	
-1.231431E+003	2.954170E+002	-2.853374E+003	-6.198000E+003	-1.115396E+004	1.729690E+003	9.085157E+003	-9.534203E+003	1.733074E+002	5.830789E+003	9.069948E+001	-1.532200E+003	0.000000E+000	-3.984231E+003	-2.637678E+003	-6.681142E+003	9.921608E+003	1.454870E+003	0.000000E+000	-6.207434E+003	2.380641E+003	4.080226E+003	7.773858E+003	1.995131E+002	3.704132E+003	2.956560E+003	7.313924E+003	-3.484427E+003	-1.040286E+003	-6.457023E+003	3.022378E+003	2.983079E+003	0.000000E+000	0.000000E+000	
-1.235882E+003	2.898080E+002	-2.856776E+003	-6.198147E+003	-1.115894E+004	1.722481E+003	9.081773E+003	-9.533358E+003	1.715419E+002	5.826026E+003	8.762835E+001	-1.529680E+003	0.000000E+000	-3.981674E+003	-2.638892E+003	-6.685666E+003	9.921773E+003	1.457959E+003	0.000000E+000	-6.206662E+003	2.378728E+003	4.078884E+003	7.776598E+003	2.052140E+002	3.704022E+003	2.955255E+003	7.317289E+003	-3.478892E+003	-1.038465E+003	-6.451359E+003	3.029661E+003	2.990177E+003	0.000000E+000	0.000000E+000	
-1.248221E+003	2.763833E+002	-2.862992E+003	-6.200078E+003	-1.116804E+004	1.706500E+003	9.076421E+003	-9.533339E+003	1.695190E+002	5.813944E+003	7.924251E+001	-1.530729E+003	0.000000E+000	-3.977058E+003	-2.642643E+003	-6.697252E+003	9.917745E+003	1.465940E+003	0.000000E+000	-6.201549E+003	2.372273E+003	4.072668E+003	7.783292E+003	2.206248E+002	3.706615E+003	2.953857E+003	7.324756E+003	-3.462267E+003	-1.034051E+003	-6.434882E+003	3.045826E+003	3.007574E+003	0.000000E+000	0.000000E+000	
-1.252782E+003	2.714180E+002	-2.865291E+003	-6.201715E+003	-1.117159E+004	1.698684E+003	9.073608E+003	-9.532126E+003	1.687834E+002	5.809916E+003	7.457145E+001	-1.530471E+003	0.000000E+000	-3.974465E+003	-2.644703E+003	-6.701629E+003	9.917433E+003	1.470023E+003	0.000000E+000	-6.200832E+003	2.370398E+003	4.069689E+003	7.785701E+003	2.278153E+002	3.706008E+003	2.953397E+003	7.326815E+003	-3.455481E+003	-1.030888E+003	-6.429218E+003	3.052409E+003	3.014728E+003	0.000000E+000	0.000000E+000	
-1.241766E+003	2.828198E+002	-2.858781E+003	-6.199986E+003	-1.116216E+004	1.715511E+003	9.080008E+003	-9.533707E+003	1.714316E+002	5.819700E+003	8.336188E+001	-1.530361E+003	0.000000E+000	-3.979964E+003	-2.640252E+003	-6.691202E+003	9.918794E+003	1.462483E+003	0.000000E+000	-6.203352E+003	2.376062E+003	4.073992E+003	7.779963E+003	2.137286E+002	3.704316E+003	2.954629E+003	7.321924E+003	-3.472418E+003	-1.036295E+003	-6.442771E+003	3.036649E+003	2.998140E+003	0.000000E+000	0.000000E+000	
-1.229666E+003	2.976790E+002	-2.851609E+003	-6.197761E+003	-1.115269E+004	1.730867E+003	9.084385E+003	-9.534039E+003	1.736200E+002	5.832425E+003	9.211552E+001	-1.530453E+003	0.000000E+000	-3.984359E+003	-2.635158E+003	-6.681694E+003	9.922123E+003	1.453362E+003	0.000000E+000	-6.206588E+003	2.382020E+003	4.079877E+003	7.773821E+003	1.971592E+002	3.702275E+003	2.954243E+003	7.315469E+003	-3.489392E+003	-1.040488E+003	-6.459175E+003	3.022029E+003	2.979677E+003	0.000000E+000	0.000000E+000	
-1.225528E+003	3.027546E+002	-2.848924E+003	-6.196934E+003	-1.114899E+004	1.737303E+003	9.087529E+003	-9.533891E+003	1.727924E+002	5.834908E+003	9.507631E+001	-1.531078E+003	0.000000E+000	-3.985849E+003	-2.633025E+003	-6.678145E+003	9.922417E+003	1.449849E+003	0.000000E+000	-6.208538E+003	2.383105E+003	4.082838E+003	7.771338E+003	1.908514E+002	3.701999E+003	2.956193E+003	7.312048E+003	-3.494266E+003	-1.042511E+003	-6.465023E+003	3.015776E+003	2.976183E+003	0.000000E+000	0.000000E+000	
-1.212434E+003	3.171724E+002	-2.842285E+003	-6.196272E+003	-1.114075E+004	1.753376E+003	9.093138E+003	-9.534664E+003	1.745763E+002	5.848443E+003	1.042161E+002	-1.531850E+003	0.000000E+000	-3.991329E+003	-2.627784E+003	-6.667589E+003	9.926923E+003	1.441942E+003	0.000000E+000	-6.212933E+003	2.389450E+003	4.089035E+003	7.763633E+003	1.740981E+002	3.699737E+003	2.957645E+003	7.304527E+003	-3.510780E+003	-1.047403E+003	-6.480158E+003	2.999777E+003	2.959061E+003	0.000000E+000	0.000000E+000	
-1.205851E+003	3.247858E+002	-2.839342E+003	-6.194304E+003	-1.113424E+004	1.763987E+003	9.097037E+003	-9.535841E+003	1.761210E+002	5.856112E+003	1.093837E+002	-1.530802E+003	0.000000E+000	-3.993039E+003	-2.625669E+003	-6.660693E+003	9.928596E+003	1.435100E+003	0.000000E+000	-6.215397E+003	2.394268E+003	4.091775E+003	7.759017E+003	1.650135E+002	3.699774E+003	2.958510E+003	7.300426E+003	-3.521483E+003	-1.051816E+003	-6.489684E+003	2.990692E+003	2.947844E+003	0.000000E+000	0.000000E+000	
-1.216793E+003	3.123725E+002	-2.842855E+003	-6.195977E+003	-1.114184E+004	1.750342E+003	9.091943E+003	-9.535050E+003	1.757165E+002	5.846659E+003	1.022116E+002	-1.530508E+003	0.000000E+000	-3.989508E+003	-2.629825E+003	-6.669391E+003	9.924881E+003	1.443394E+003	0.000000E+000	-6.211922E+003	2.389008E+003	4.084640E+003	7.763504E+003	1.781255E+002	3.700565E+003	2.957792E+003	7.307488E+003	-3.508610E+003	-1.046943E+003	-6.475597E+003	3.003786E+003	2.962537E+003	0.000000E+000	0.000000E+000	
