Fp1 - M1Ref	Fpz - M1Ref	Fp2 - M1Ref	F7 - M1Ref	F3 - M1Ref	Fz - M1Ref	F4 - M1Ref	F8 - M1Ref	FC5 - M1Ref	FC1 - M1Ref	FC2 - M1Ref	FC6 - M1Ref	M1 - M1Ref	T7 - M1Ref	C3 - M1Ref	Cz - M1Ref	C4 - M1Ref	T8 - M1Ref	M2 - M1Ref	CP5 - M1Ref	CP1 - M1Ref	CP2 - M1Ref	CP6 - M1Ref	P7 - M1Ref	P3 - M1Ref	Pz - M1Ref	P4 - M1Ref	P8 - M1Ref	POz - M1Ref	O1 - M1Ref	Oz - M1Ref	O2 - M1Ref	HEOG - M1Ref	VEOG - M1Ref	
-1.021436E+003	4.504815E+002	-2.788660E+003	-6.166149E+003	-1.089608E+004	2.164282E+003	9.515906E+003	-9.409226E+003	3.900519E+002	6.161239E+003	3.662185E+002	-1.142185E+003	0.000000E+000	-3.870360E+003	-2.507477E+003	-6.531761E+003	1.035795E+004	1.938858E+003	0.000000E+000	-6.304828E+003	2.436620E+003	4.092989E+003	8.261892E+003	4.023732E+001	3.957160E+003	3.200154E+003	7.735662E+003	-7.452971E+003	-9.253297E+002	-6.152908E+003	3.159862E+003	9.402072E+002	0.000000E+000	0.000000E+000	
-1.038281E+003	4.343902E+002	-2.802232E+003	-6.176539E+003	-1.090889E+004	2.145469E+003	9.504541E+003	-9.415975E+003	3.815925E+002	6.144338E+003	3.508260E+002	-1.150552E+003	0.000000E+000	-3.877734E+003	-2.518253E+003	-6.543714E+003	1.034809E+004	1.932017E+003	0.000000E+000	-6.309223E+003	2.424427E+003	4.083775E+003	8.258508E+003	2.058945E+002	3.950945E+003	3.192504E+003	7.724591E+003	-7.517336E+003	-9.279962E+002	-6.168025E+003	3.289309E+003	9.838466E+002	0.000000E+000	0.000000E+000	
-1.054483E+003	4.171220E+002	-2.814185E+003	-6.183141E+003	-1.092224E+004	2.126748E+003	9.493617E+003	-9.420940E+003	3.739790E+002	6.127751E+003	3.347348E+002	-1.155444E+003	0.000000E+000	-3.878047E+003	-2.527761E+003	-6.557451E+003	1.034092E+004	1.924366E+003	0.000000E+000	-6.311356E+003	2.412437E+003	4.075150E+003	8.260108E+003	3.682782E+002	3.947690E+003	3.185810E+003	7.723304E+003	-7.586519E+003	-9.283272E+002	-6.173707E+003	3.409984E+003	9.916992E+002	0.000000E+000	0.000000E+000	
-1.062482E+003	4.063271E+002	-2.819996E+003	-6.185771E+003	-1.092953E+004	2.114997E+003	9.487199E+003	-9.423883E+003	3.698413E+002	6.118243E+003	3.245100E+002	-1.156713E+003	0.000000E+000	-3.878764E+003	-2.532450E+003	-6.564348E+003	1.033689E+004	1.924642E+003	0.000000E+000	-6.312551E+003	2.404732E+003	4.070479E+003	8.262130E+003	5.061296E+002	3.948296E+003	3.182647E+003	7.730365E+003	-7.688013E+003	-9.261756E+002	-6.177514E+003	3.508683E+003	9.620729E+002	0.000000E+000	0.000000E+000	
-1.063310E+003	4.051501E+002	-2.819904E+003	-6.184814E+003	-1.092927E+004	2.115052E+003	9.487419E+003	-9.422779E+003	3.716251E+002	6.118445E+003	3.206848E+002	-1.155389E+003	0.000000E+000	-3.878138E+003	-2.531439E+003	-6.565524E+003	1.033649E+004	1.922822E+003	0.000000E+000	-6.312276E+003	2.403168E+003	4.070461E+003	8.265036E+003	6.006174E+002	3.947579E+003	3.184486E+003	7.731175E+003	-7.843832E+003	-9.247595E+002	-6.183932E+003	3.577296E+003	9.579903E+002	0.000000E+000	0.000000E+000	
-1.055126E+003	4.150439E+002	-2.810875E+003	-6.176557E+003	-1.092028E+004	2.124854E+003	9.496063E+003	-9.415092E+003	3.799006E+002	6.129442E+003	3.259811E+002	-1.147720E+003	0.000000E+000	-3.874387E+003	-2.524138E+003	-6.556311E+003	1.034320E+004	1.919714E+003	0.000000E+000	-6.307642E+003	2.410525E+003	4.078038E+003	8.269523E+003	6.604953E+002	3.952545E+003	3.190849E+003	7.740921E+003	-8.101881E+003	-9.193713E+002	-6.189210E+003	3.602380E+003	9.594063E+002	0.000000E+000	0.000000E+000	
-1.037619E+003	4.325328E+002	-2.795611E+003	-6.165156E+003	-1.090483E+004	2.143814E+003	9.508274E+003	-9.404371E+003	3.908427E+002	6.144633E+003	3.382841E+002	-1.138139E+003	0.000000E+000	-3.868281E+003	-2.512332E+003	-6.539135E+003	1.035510E+004	1.920541E+003	0.000000E+000	-6.300378E+003	2.422331E+003	4.088483E+003	8.274048E+003	6.948110E+002	3.961372E+003	3.199639E+003	7.745703E+003	-8.414658E+003	-9.116107E+002	-6.195996E+003	3.605672E+003	9.622200E+002	0.000000E+000	0.000000E+000	
-1.025960E+003	4.468035E+002	-2.787703E+003	-6.160926E+003	-1.089587E+004	2.159887E+003	9.514987E+003	-9.401502E+003	3.935644E+002	6.158609E+003	3.421827E+002	-1.136300E+003	0.000000E+000	-3.870966E+003	-2.506612E+003	-6.530565E+003	1.035865E+004	1.915944E+003	0.000000E+000	-6.302014E+003	2.427848E+003	4.094239E+003	8.269561E+003	7.003464E+002	3.960839E+003	3.203354E+003	7.739671E+003	-8.516189E+003	-9.147922E+002	-6.212896E+003	3.592615E+003	9.832029E+002	0.000000E+000	0.000000E+000	
-1.030612E+003	4.424266E+002	-2.796586E+003	-6.171372E+003	-1.090198E+004	2.157680E+003	9.506968E+003	-9.414246E+003	3.830269E+002	6.152926E+003	3.307442E+002	-1.150350E+003	0.000000E+000	-3.888216E+003	-2.515789E+003	-6.535769E+003	1.034919E+004	1.903310E+003	0.000000E+000	-6.316524E+003	2.419113E+003	4.083868E+003	8.252016E+003	6.752624E+002	3.945685E+003	3.189212E+003	7.722715E+003	-8.182576E+003	-9.306076E+002	-6.242596E+003	3.564644E+003	9.984667E+002	0.000000E+000	0.000000E+000	
-1.048763E+003	4.263722E+002	-2.816061E+003	-6.191932E+003	-1.092053E+004	2.139677E+003	9.484790E+003	-9.435192E+003	3.611796E+002	6.136670E+003	3.081061E+002	-1.171590E+003	0.000000E+000	-3.909089E+003	-2.536680E+003	-6.554858E+003	1.032792E+004	1.877472E+003	0.000000E+000	-6.339787E+003	2.399711E+003	4.063289E+003	8.228513E+003	6.402295E+002	3.923580E+003	3.168156E+003	7.701806E+003	-7.564083E+003	-9.525836E+002	-6.272627E+003	3.534190E+003	9.921773E+002	0.000000E+000	0.000000E+000	
-1.085838E+003	3.881761E+002	-2.849880E+003	-6.225218E+003	-1.095468E+004	2.103081E+003	9.450860E+003	-9.468129E+003	3.273420E+002	6.099632E+003	2.661217E+002	-1.205501E+003	0.000000E+000	-3.943736E+003	-2.570922E+003	-6.592135E+003	1.029272E+004	1.846908E+003	0.000000E+000	-6.371161E+003	2.364715E+003	4.024707E+003	8.196902E+003	5.961119E+002	3.891600E+003	3.133803E+003	7.667030E+003	-6.543254E+003	-9.842513E+002	-6.304718E+003	3.500095E+003	9.499171E+002	0.000000E+000	0.000000E+000	
-1.128227E+003	3.445367E+002	-2.889584E+003	-6.262770E+003	-1.099588E+004	2.058319E+003	9.410752E+003	-9.503107E+003	2.903229E+002	6.055938E+003	2.189330E+002	-1.240681E+003	0.000000E+000	-3.975808E+003	-2.609376E+003	-6.634413E+003	1.025557E+004	1.815976E+003	0.000000E+000	-6.404722E+003	2.324956E+003	3.986088E+003	8.165970E+003	5.534287E+002	3.856383E+003	3.096821E+003	7.632236E+003	-5.444121E+003	-1.017923E+003	-6.330482E+003	3.470046E+003	9.010549E+002	0.000000E+000	0.000000E+000	
-1.160832E+003	3.112140E+002	-2.917206E+003	-6.286585E+003	-1.102536E+004	2.023029E+003	9.383645E+003	-9.526204E+003	2.660849E+002	6.024068E+003	1.832564E+002	-1.261830E+003	0.000000E+000	-3.995853E+003	-2.635103E+003	-6.664849E+003	1.022997E+004	1.801337E+003	0.000000E+000	-6.423719E+003	2.296966E+003	3.961813E+003	8.150485E+003	5.301653E+002	3.834168E+003	3.072767E+003	7.616255E+003	-4.732281E+003	-1.035578E+003	-6.340909E+003	3.458092E+003	8.632634E+002	0.000000E+000	0.000000E+000	
-1.187001E+003	2.831692E+002	-2.941131E+003	-6.306943E+003	-1.105039E+004	1.994708E+003	9.361062E+003	-9.544411E+003	2.457456E+002	5.997181E+003	1.507796E+002	-1.283144E+003	0.000000E+000	-4.012680E+003	-2.658937E+003	-6.691551E+003	1.020948E+004	1.792860E+003	0.000000E+000	-6.441006E+003	2.274126E+003	3.935699E+003	8.137483E+003	5.092559E+002	3.814987E+003	3.053218E+003	7.599116E+003	-4.131369E+003	-1.050566E+003	-6.352219E+003	3.446047E+003	8.465653E+002	0.000000E+000	0.000000E+000	
-1.207561E+003	2.624621E+002	-2.961066E+003	-6.325811E+003	-1.107085E+004	1.970746E+003	9.341679E+003	-9.560648E+003	2.276498E+002	5.976419E+003	1.213372E+002	-1.301295E+003	0.000000E+000	-4.030500E+003	-2.678099E+003	-6.712387E+003	1.018920E+004	1.780630E+003	0.000000E+000	-6.457263E+003	2.253272E+003	3.913429E+003	8.121245E+003	4.836570E+002	3.797131E+003	3.034791E+003	7.581682E+003	-3.587117E+003	-1.067632E+003	-6.370168E+003	3.429018E+003	8.461975E+002	0.000000E+000	0.000000E+000	
-1.219349E+003	2.504166E+002	-2.973001E+003	-6.338187E+003	-1.108341E+004	1.961680E+003	9.329615E+003	-9.573319E+003	2.155308E+002	5.963601E+003	9.921406E+001	-1.314205E+003	0.000000E+000	-4.046701E+003	-2.690862E+003	-6.724138E+003	1.017541E+004	1.762608E+003	0.000000E+000	-6.469694E+003	2.239957E+003	3.896050E+003	8.106606E+003	4.589776E+002	3.784202E+003	3.021495E+003	7.565150E+003	-3.189985E+003	-1.081792E+003	-6.387399E+003	3.406968E+003	8.548224E+002	0.000000E+000	0.000000E+000	
-1.219312E+003	2.528257E+002	-2.975465E+003	-6.342417E+003	-1.108303E+004	1.962176E+003	9.324815E+003	-9.578855E+003	2.087265E+002	5.964319E+003	8.602842E+001	-1.321377E+003	0.000000E+000	-4.054149E+003	-2.695275E+003	-6.726400E+003	1.017133E+004	1.751831E+003	0.000000E+000	-6.478006E+003	2.234790E+003	3.887867E+003	8.096823E+003	4.350706E+002	3.774879E+003	3.014820E+003	7.556543E+003	-3.010241E+003	-1.091281E+003	-6.404575E+003	3.388174E+003	8.693689E+002	0.000000E+000	0.000000E+000	
-1.212582E+003	2.604760E+002	-2.972707E+003	-6.342251E+003	-1.107817E+004	1.970783E+003	9.327022E+003	-9.581963E+003	2.077886E+002	5.971344E+003	7.817589E+001	-1.323731E+003	0.000000E+000	-4.059041E+003	-2.693087E+003	-6.720331E+003	1.017057E+004	1.745174E+003	0.000000E+000	-6.482218E+003	2.236169E+003	3.889614E+003	8.088731E+003	4.130026E+002	3.770815E+003	3.012337E+003	7.546558E+003	-2.950290E+003	-1.097478E+003	-6.419600E+003	3.368496E+003	8.765961E+002	0.000000E+000	0.000000E+000	
-1.202412E+003	2.701491E+002	-2.966436E+003	-6.342233E+003	-1.107269E+004	1.981854E+003	9.331087E+003	-9.581485E+003	2.101058E+002	5.980980E+003	7.672308E+001	-1.323234E+003	0.000000E+000	-4.062333E+003	-2.691082E+003	-6.713748E+003	1.017202E+004	1.740025E+003	0.000000E+000	-6.484204E+003	2.239038E+003	3.890864E+003	8.082846E+003	3.959367E+002	3.769601E+003	3.012595E+003	7.544737E+003	-2.943779E+003	-1.101910E+003	-6.431737E+003	3.356322E+003	8.626198E+002	0.000000E+000	0.000000E+000	
-1.197630E+003	2.757029E+002	-2.963475E+003	-6.338923E+003	-1.106661E+004	1.989780E+003	9.334084E+003	-9.579094E+003	2.119632E+002	5.986092E+003	7.832301E+001	-1.322811E+003	0.000000E+000	-4.062646E+003	-2.688250E+003	-6.707937E+003	1.017442E+004	1.740632E+003	0.000000E+000	-6.482365E+003	2.243139E+003	3.889007E+003	8.079721E+003	3.850131E+002	3.770539E+003	3.014765E+003	7.544498E+003	-2.950198E+003	-1.102186E+003	-6.436445E+003	3.347752E+003	8.334900E+002	0.000000E+000	0.000000E+000	
-1.196784E+003	2.763833E+002	-2.960477E+003	-6.338592E+003	-1.106690E+004	1.988676E+003	9.334323E+003	-9.577475E+003	2.144642E+002	5.987306E+003	7.961031E+001	-1.321138E+003	0.000000E+000	-4.061781E+003	-2.686577E+003	-6.707238E+003	1.017653E+004	1.745873E+003	0.000000E+000	-6.481188E+003	2.245456E+003	3.886506E+003	8.083104E+003	3.821626E+002	3.771293E+003	3.015188E+003	7.540507E+003	-2.952055E+003	-1.100642E+003	-6.434808E+003	3.347808E+003	8.109622E+002	0.000000E+000	0.000000E+000	
-1.201750E+003	2.714916E+002	-2.963254E+003	-6.338721E+003	-1.106741E+004	1.983748E+003	9.332172E+003	-9.576243E+003	2.146849E+002	5.981660E+003	7.488408E+001	-1.318434E+003	0.000000E+000	-4.057882E+003	-2.687092E+003	-6.710217E+003	1.017473E+004	1.751372E+003	0.000000E+000	-6.475781E+003	2.242881E+003	3.882736E+003	8.089393E+003	3.842591E+002	3.774143E+003	3.016512E+003	7.545362E+003	-2.948837E+003	-1.094720E+003	-6.424896E+003	3.355127E+003	7.901816E+002	0.000000E+000	0.000000E+000	
-1.207414E+003	2.628115E+002	-2.966509E+003	-6.336882E+003	-1.107429E+004	1.972842E+003	9.330627E+003	-9.573779E+003	2.169468E+002	5.974764E+003	6.982683E+001	-1.316522E+003	0.000000E+000	-4.051887E+003	-2.689556E+003	-6.714060E+003	1.017500E+004	1.756521E+003	0.000000E+000	-6.470025E+003	2.241281E+003	3.878892E+003	8.097190E+003	3.919093E+002	3.775118E+003	3.016549E+003	7.555900E+003	-2.942510E+003	-1.090178E+003	-6.413274E+003	3.364947E+003	7.662378E+002	0.000000E+000	0.000000E+000	
-1.214402E+003	2.566325E+002	-2.968955E+003	-6.335870E+003	-1.107985E+004	1.963868E+003	9.327408E+003	-9.571260E+003	2.161745E+002	5.968567E+003	6.210303E+001	-1.314646E+003	0.000000E+000	-4.048558E+003	-2.692333E+003	-6.718474E+003	1.017451E+004	1.762111E+003	0.000000E+000	-6.464784E+003	2.239920E+003	3.873725E+003	8.105043E+003	3.968010E+002	3.777876E+003	3.017321E+003	7.560166E+003	-2.940248E+003	-1.085470E+003	-6.401008E+003	3.373793E+003	7.602978E+002	0.000000E+000	0.000000E+000	
-1.218613E+003	2.520533E+002	-2.970665E+003	-6.335815E+003	-1.108075E+004	1.959914E+003	9.328034E+003	-9.569899E+003	2.162848E+002	5.964980E+003	5.713773E+001	-1.314628E+003	0.000000E+000	-4.045690E+003	-2.691983E+003	-6.718677E+003	1.017191E+004	1.764042E+003	0.000000E+000	-6.461713E+003	2.238357E+003	3.871647E+003	8.105834E+003	3.971137E+002	3.781186E+003	3.018001E+003	7.560240E+003	-2.941021E+003	-1.082454E+003	-6.395251E+003	3.378335E+003	7.621736E+002	0.000000E+000	0.000000E+000	
-1.217712E+003	2.529912E+002	-2.969893E+003	-6.334858E+003	-1.107922E+004	1.961165E+003	9.328457E+003	-9.568575E+003	2.164687E+002	5.966801E+003	5.619984E+001	-1.313671E+003	0.000000E+000	-4.044679E+003	-2.692793E+003	-6.717315E+003	1.017355E+004	1.760824E+003	0.000000E+000	-6.460021E+003	2.240675E+003	3.868815E+003	8.107342E+003	3.920013E+002	3.780819E+003	3.018020E+003	7.558419E+003	-2.949977E+003	-1.082638E+003	-6.397403E+003	3.374234E+003	7.723065E+002	0.000000E+000	0.000000E+000	
-1.211496E+003	2.585634E+002	-2.966086E+003	-6.334914E+003	-1.107512E+004	1.967896E+003	9.330387E+003	-9.568703E+003	2.180318E+002	5.971233E+003	5.963877E+001	-1.315271E+003	0.000000E+000	-4.048669E+003	-2.691505E+003	-6.708654E+003	1.017515E+004	1.757845E+003	0.000000E+000	-6.459690E+003	2.245180E+003	3.867178E+003	8.104179E+003	3.809672E+002	3.779053E+003	3.018406E+003	7.554042E+003	-2.964137E+003	-1.084330E+003	-6.405072E+003	3.364947E+003	7.811520E+002	0.000000E+000	0.000000E+000	
-1.202577E+003	2.675561E+002	-2.961765E+003	-6.333939E+003	-1.106966E+004	1.978838E+003	9.335574E+003	-9.569973E+003	2.189513E+002	5.979307E+003	6.419949E+001	-1.316191E+003	0.000000E+000	-4.052476E+003	-2.688030E+003	-6.701188E+003	1.017579E+004	1.748944E+003	0.000000E+000	-6.460573E+003	2.250623E+003	3.867987E+003	8.097007E+003	3.667886E+002	3.777343E+003	3.018939E+003	7.550070E+003	-2.982509E+003	-1.087787E+003	-6.414671E+003	3.349959E+003	7.935469E+002	0.000000E+000	0.000000E+000	
-1.192923E+003	2.798222E+002	-2.956284E+003	-6.331898E+003	-1.106278E+004	1.990975E+003	9.339288E+003	-9.569531E+003	2.197237E+002	5.989807E+003	6.969810E+001	-1.316706E+003	0.000000E+000	-4.057055E+003	-2.684113E+003	-6.691441E+003	1.017817E+004	1.742820E+003	0.000000E+000	-6.461639E+003	2.256527E+003	3.869900E+003	8.093771E+003	3.515432E+002	3.777453E+003	3.021109E+003	7.547716E+003	-2.999722E+003	-1.091612E+003	-6.425319E+003	3.335321E+003	7.777499E+002	0.000000E+000	0.000000E+000	
-1.186964E+003	2.865898E+002	-2.951632E+003	-6.328257E+003	-1.105645E+004	1.999177E+003	9.342304E+003	-9.568318E+003	2.226110E+002	5.996943E+003	7.107735E+001	-1.318269E+003	0.000000E+000	-4.056282E+003	-2.682016E+003	-6.685703E+003	1.018221E+004	1.739657E+003	0.000000E+000	-6.459635E+003	2.262080E+003	3.872051E+003	8.089007E+003	3.420724E+002	3.777435E+003	3.022452E+003	7.544369E+003	-3.014673E+003	-1.092826E+003	-6.431921E+003	3.327413E+003	7.557923E+002	0.000000E+000	0.000000E+000	
-1.186725E+003	2.854128E+002	-2.952570E+003	-6.329323E+003	-1.105640E+004	1.998552E+003	9.341697E+003	-9.568648E+003	2.216363E+002	5.995729E+003	6.780394E+001	-1.319814E+003	0.000000E+000	-4.057827E+003	-2.681023E+003	-6.687524E+003	1.017905E+004	1.736862E+003	0.000000E+000	-6.459966E+003	2.261676E+003	3.868631E+003	8.088327E+003	3.406932E+002	3.777067E+003	3.021036E+003	7.542273E+003	-3.021937E+003	-1.092513E+003	-6.434441E+003	3.324232E+003	7.985306E+002	0.000000E+000	0.000000E+000	
-1.206825E+003	2.652942E+002	-2.971217E+003	-6.347677E+003	-1.107516E+004	1.976465E+003	9.322774E+003	-9.584078E+003	2.053795E+002	5.975463E+003	4.783239E+001	-1.335445E+003	0.000000E+000	-4.071988E+003	-2.699579E+003	-6.707734E+003	1.016152E+004	1.724504E+003	0.000000E+000	-6.473317E+003	2.243506E+003	3.849358E+003	8.076061E+003	3.297695E+002	3.761785E+003	3.006857E+003	7.531128E+003	-3.035159E+003	-1.106453E+003	-6.444812E+003	3.312352E+003	1.269922E+003	0.000000E+000	0.000000E+000	
-1.181668E+003	2.891092E+002	-2.942584E+003	-6.313103E+003	-1.104833E+004	2.000133E+003	9.352786E+003	-9.549266E+003	2.375253E+002	6.001135E+003	7.462662E+001	-1.298886E+003	0.000000E+000	-4.035447E+003	-2.669419E+003	-6.681473E+003	1.019365E+004	1.762902E+003	0.000000E+000	-6.434606E+003	2.274622E+003	3.879886E+003	8.115710E+003	3.727653E+002	3.795715E+003	3.040253E+003	7.569416E+003	-2.994149E+003	-1.069802E+003	-6.402368E+003	3.354998E+003	3.060280E+002	0.000000E+000	0.000000E+000	
-1.190330E+003	2.797487E+002	-2.945232E+003	-6.315568E+003	-1.105309E+004	1.987555E+003	9.348630E+003	-9.548585E+003	2.372678E+002	5.992621E+003	6.717867E+001	-1.298665E+003	0.000000E+000	-4.032817E+003	-2.672122E+003	-6.689455E+003	1.019214E+004	1.767298E+003	0.000000E+000	-6.431277E+003	2.269712E+003	3.876538E+003	8.120105E+003	3.852337E+002	3.796781E+003	3.038157E+003	7.576809E+003	-2.987419E+003	-1.066215E+003	-6.392070E+003	3.364193E+003	3.229100E+002	0.000000E+000	0.000000E+000	
-1.196159E+003	2.710134E+002	-2.950694E+003	-6.318105E+003	-1.105921E+004	1.980162E+003	9.345339E+003	-9.550736E+003	2.355023E+002	5.984786E+003	5.927097E+001	-1.300578E+003	0.000000E+000	-4.032615E+003	-2.676830E+003	-6.695928E+003	1.018835E+004	1.768769E+003	0.000000E+000	-6.431737E+003	2.266586E+003	3.869605E+003	8.121043E+003	3.896473E+002	3.794630E+003	3.034148E+003	7.581333E+003	-2.986996E+003	-1.066675E+003	-6.386700E+003	3.370115E+003	3.927552E+002	0.000000E+000	0.000000E+000	
-1.194927E+003	2.722272E+002	-2.950344E+003	-6.317278E+003	-1.105780E+004	1.980254E+003	9.344916E+003	-9.549321E+003	2.349874E+002	5.984989E+003	5.678832E+001	-1.299732E+003	0.000000E+000	-4.032118E+003	-2.676186E+003	-6.697767E+003	1.018922E+004	1.769688E+003	0.000000E+000	-6.426772E+003	2.267303E+003	3.869275E+003	8.121999E+003	3.910634E+002	3.793214E+003	3.035545E+003	7.592625E+003	-2.990122E+003	-1.066142E+003	-6.387013E+003	3.370740E+003	3.711102E+002	0.000000E+000	0.000000E+000	
-1.201033E+003	2.679791E+002	-2.958841E+003	-6.326694E+003	-1.106504E+004	1.974902E+003	9.336934E+003	-9.559195E+003	2.257740E+002	5.978589E+003	4.792434E+001	-1.309000E+003	0.000000E+000	-4.045009E+003	-2.685363E+003	-6.705656E+003	1.017800E+004	1.760585E+003	0.000000E+000	-6.437107E+003	2.258715E+003	3.859270E+003	8.109806E+003	3.736480E+002	3.781370E+003	3.024843E+003	7.601967E+003	-3.007721E+003	-1.077158E+003	-6.401320E+003	3.354465E+003	6.443856E+002	0.000000E+000	0.000000E+000	
-1.240277E+003	2.266384E+002	-3.002002E+003	-6.374066E+003	-1.110955E+004	1.934205E+003	9.291015E+003	-9.609970E+003	1.776290E+002	5.938058E+003	1.783830E+000	-1.360253E+003	0.000000E+000	-4.097145E+003	-2.730878E+003	-6.748707E+003	1.012914E+004	1.709130E+003	0.000000E+000	-6.487128E+003	2.215499E+003	3.813203E+003	8.055519E+003	3.123542E+002	3.733133E+003	2.976366E+003	7.547422E+003	-3.068850E+003	-1.128355E+003	-6.462191E+003	3.293796E+003	2.064590E+003	0.000000E+000	0.000000E+000	
-1.264478E+003	2.048830E+002	-3.028980E+003	-6.404998E+003	-1.113344E+004	1.914454E+003	9.263245E+003	-9.640921E+003	1.456856E+002	5.914757E+003	-2.723559E+001	-1.394219E+003	0.000000E+000	-4.131773E+003	-2.758757E+003	-6.772817E+003	1.010074E+004	1.671982E+003	0.000000E+000	-6.519476E+003	2.188521E+003	3.786979E+003	8.015521E+003	2.688250E+002	3.702330E+003	2.946998E+003	7.502881E+003	-3.114181E+003	-1.162708E+003	-6.503458E+003	3.249918E+003	2.980100E+003	0.000000E+000	0.000000E+000	
-1.270547E+003	1.979500E+002	-3.038672E+003	-6.417154E+003	-1.113995E+004	1.910408E+003	9.252782E+003	-9.653077E+003	1.352585E+002	5.909149E+003	-3.608118E+001	-1.405768E+003	0.000000E+000	-4.145768E+003	-2.768964E+003	-6.780154E+003	1.008890E+004	1.655891E+003	0.000000E+000	-6.531742E+003	2.179877E+003	3.777177E+003	7.999632E+003	2.474007E+002	3.689016E+003	2.934584E+003	7.488316E+003	-3.136874E+003	-1.176574E+003	-6.523136E+003	3.227795E+003	3.330852E+003	0.000000E+000	0.000000E+000	
-1.271319E+003	1.968834E+002	-3.039426E+003	-6.419195E+003	-1.114028E+004	1.909581E+003	9.251016E+003	-9.655964E+003	1.343941E+002	5.907475E+003	-3.828798E+001	-1.408932E+003	0.000000E+000	-4.148085E+003	-2.770380E+003	-6.781901E+003	1.008800E+004	1.654217E+003	0.000000E+000	-6.533434E+003	2.177946E+003	3.774676E+003	7.998179E+003	2.435388E+002	3.686018E+003	2.932837E+003	7.485411E+003	-3.143568E+003	-1.177898E+003	-6.527273E+003	3.224705E+003	3.391135E+003	0.000000E+000	0.000000E+000	
-1.273177E+003	1.957064E+002	-3.039665E+003	-6.418882E+003	-1.114395E+004	1.904983E+003	9.248644E+003	-9.655744E+003	1.345780E+002	5.904900E+003	-4.363947E+001	-1.405493E+003	0.000000E+000	-4.145364E+003	-2.771851E+003	-6.784384E+003	1.008807E+004	1.657546E+003	0.000000E+000	-6.530804E+003	2.177358E+003	3.773628E+003	7.999816E+003	2.497914E+002	3.688060E+003	2.932782E+003	7.482652E+003	-3.142079E+003	-1.176353E+003	-6.522952E+003	3.229762E+003	3.386390E+003	0.000000E+000	0.000000E+000	
-1.279871E+003	1.880194E+002	-3.043049E+003	-6.418405E+003	-1.114741E+004	1.898087E+003	9.246639E+003	-9.653757E+003	1.335482E+002	5.898979E+003	-4.884384E+001	-1.404591E+003	0.000000E+000	-4.140546E+003	-2.772458E+003	-6.789846E+003	1.008627E+004	1.663008E+003	0.000000E+000	-6.527421E+003	2.173772E+003	3.770502E+003	8.004909E+003	2.614507E+002	3.689218E+003	2.933040E+003	7.490321E+003	-3.135495E+003	-1.172344E+003	-6.514272E+003	3.238461E+003	3.372174E+003	0.000000E+000	0.000000E+000	
-1.287613E+003	1.791186E+002	-3.046966E+003	-6.417246E+003	-1.115352E+004	1.886869E+003	9.243146E+003	-9.651882E+003	1.326839E+002	5.889913E+003	-4.987368E+001	-1.404334E+003	0.000000E+000	-4.137346E+003	-2.776191E+003	-6.794535E+003	1.008530E+004	1.668801E+003	0.000000E+000	-6.521646E+003	2.170627E+003	3.767136E+003	8.011696E+003	2.759787E+002	3.691186E+003	2.931697E+003	7.498468E+003	-3.127146E+003	-1.169255E+003	-6.503550E+003	3.249311E+003	3.359375E+003	0.000000E+000	0.000000E+000	
-1.291364E+003	1.735281E+002	-3.049596E+003	-6.417890E+003	-1.115720E+004	1.879182E+003	9.240938E+003	-9.649950E+003	1.332539E+002	5.884819E+003	-4.923003E+001	-1.402366E+003	0.000000E+000	-4.134219E+003	-2.779023E+003	-6.798507E+003	1.008331E+004	1.674520E+003	0.000000E+000	-6.517747E+003	2.167096E+003	3.765684E+003	8.016570E+003	2.841991E+002	3.692381E+003	2.932157E+003	7.492711E+003	-3.123689E+003	-1.166551E+003	-6.496507E+003	3.259646E+003	3.353895E+003	0.000000E+000	0.000000E+000	
-1.291897E+003	1.719281E+002	-3.047775E+003	-6.417871E+003	-1.115743E+004	1.878244E+003	9.241178E+003	-9.649049E+003	1.328861E+002	5.884598E+003	-4.586466E+001	-1.400969E+003	0.000000E+000	-4.132932E+003	-2.777791E+003	-6.798121E+003	1.008239E+004	1.677131E+003	0.000000E+000	-6.515816E+003	2.167206E+003	3.766070E+003	8.016091E+003	2.874541E+002	3.691609E+003	2.932047E+003	7.483884E+003	-3.124185E+003	-1.163682E+003	-6.494612E+003	3.261650E+003	3.344167E+003	0.000000E+000	0.000000E+000	
-1.287355E+003	1.765072E+002	-3.045826E+003	-6.416290E+003	-1.115541E+004	1.882621E+003	9.242336E+003	-9.648204E+003	1.338240E+002	5.889361E+003	-4.426473E+001	-1.401539E+003	0.000000E+000	-4.131516E+003	-2.776026E+003	-6.795271E+003	1.008519E+004	1.676800E+003	0.000000E+000	-6.514216E+003	2.170719E+003	3.768553E+003	8.014693E+003	2.820290E+002	3.693025E+003	2.931274E+003	7.477154E+003	-3.131983E+003	-1.165007E+003	-6.500001E+003	3.257550E+003	3.331312E+003	0.000000E+000	0.000000E+000	
