Fp1 Fpz Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 M1 T7 C3 Cz C4 T8 M2 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 POz O1 Oz O2 HEOG VEOG
-1562.966 -47.980 -3389.847 -6814.635 -11538.475 1585.512 9028.074 -9995.903 -216.708 5593.208 -173.951 -1657.215 0.000 -4425.737 -3052.814 -7078.312 9905.535 1632.388 0.000 -7002.655 1842.108 3496.803 7839.878 3242.010 3428.135 2621.991 7269.494 180.535 -1461.288 -5408.849 5164.482 997.474 0.000 0.000
-1555.445 -38.693 -3383.944 -6813.771 -11530.807 1598.312 9032.598 -9995.701 -215.733 5601.171 -168.783 -1658.962 0.000 -4432.597 -3049.614 -7071.415 9903.751 1618.007 0.000 -7009.514 1843.469 3499.507 7832.742 3198.371 3421.313 2619.840 7258.957 218.105 -1467.265 -5419.331 5176.877 988.573 0.000 0.000
-1560.796 -42.499 -3391.999 -6825.357 -11535.918 1596.969 9024.176 -10010.873 -228.661 5596.206 -178.328 -1673.931 0.000 -4451.778 -3060.023 -7078.643 9896.008 1589.999 0.000 -7023.803 1836.021 3490.165 7816.137 3223.933 3406.251 2606.893 7237.532 515.968 -1484.845 -5444.801 5204.903 951.627 0.000 0.000
-1620.141 -101.568 -3453.256 -6889.703 -11599.235 1535.731 8961.595 -10074.980 -293.725 5537.634 -241.001 -1738.646 0.000 -4518.478 -3122.567 -7140.929 9836.554 1524.789 0.000 -7088.628 1775.610 3427.823 7750.190 3155.982 3343.670 2542.969 7169.563 2372.328 -1549.302 -5520.329 5166.468 851.806 0.000 0.000
-1640.131 -120.896 -3470.818 -6907.100 -11616.081 1517.304 8941.586 -10092.101 -311.747 5517.534 -261.874 -1757.183 0.000 -4535.912 -3140.074 -7159.466 9814.669 1498.086 0.000 -7108.029 1753.505 3409.157 7730.476 3171.356 3327.376 2524.781 7151.393 2899.478 -1564.621 -5539.252 5173.254 795.478 0.000 0.000
-1587.774 -69.533 -3416.237 -6849.484 -11561.793 1567.619 8995.763 -10033.363 -253.212 5571.379 -211.154 -1695.576 0.000 -4474.416 -3082.514 -7106.135 9869.361 1550.939 0.000 -7048.133 1806.303 3461.605 7790.703 3149.416 3384.165 2580.099 7213.257 1386.404 -1504.872 -5479.043 5218.732 827.660 0.000 0.000
-1571.628 -55.299 -3396.155 -6825.173 -11541.785 1580.437 9017.757 -10008.353 -228.514 5588.280 -193.500 -1668.911 0.000 -4445.286 -3060.409 -7088.702 9892.423 1573.209 0.000 -7019.904 1827.433 3483.029 7821.524 3079.939 3411.364 2603.822 7246.065 840.552 -1475.283 -5450.079 5231.606 831.835 0.000 0.000
-1564.106 -48.476 -3385.323 -6810.313 -11534.631 1585.273 9030.023 -9992.630 -214.170 5595.562 -185.831 -1655.008 0.000 -4426.878 -3048.161 -7080.536 9908.790 1595.020 0.000 -6995.832 1841.740 3499.562 7847.179 2948.818 3429.257 2622.046 7269.254 534.395 -1452.332 -5426.724 5257.738 856.312 0.000 0.000
-1545.054 -30.068 -3365.241 -6789.368 -11514.936 1602.615 9050.621 -9969.937 -193.150 5613.069 -169.979 -1633.492 0.000 -4405.619 -3027.399 -7061.411 9931.925 1624.113 0.000 -6969.093 1865.169 3521.814 7873.421 3013.790 3455.205 2645.420 7301.437 188.884 -1425.243 -5404.067 4922.635 894.342 0.000 0.000
-1444.810 70.673 -3263.968 -6688.646 -11413.883 1704.606 9149.871 -9869.767 -92.005 5714.969 -72.641 -1531.519 0.000 -4306.736 -2925.389 -6962.050 10031.469 1718.362 0.000 -6870.155 1963.850 3620.421 7970.980 3110.393 3555.229 2745.627 7400.614 -82.056 -1325.367 -5293.046 2377.423 1008.066 0.000 0.000
-1421.510 93.532 -3243.095 -6670.200 -11391.188 1729.101 9170.211 -9852.994 -73.652 5737.791 -54.159 -1516.274 0.000 -4292.042 -2905.841 -6939.191 10045.759 1729.947 0.000 -6861.254 1977.385 3636.696 7979.495 3064.823 3568.616 2760.100 7402.840 -219.852 -1313.046 -5265.572 2087.118 1036.699 0.000 0.000
-1442.125 74.829 -3267.958 -6699.735 -11414.104 1712.183 9143.563 -9882.805 -102.469 5717.267 -78.783 -1547.096 0.000 -4326.707 -2933.352 -6962.050 10016.150 1705.489 0.000 -6894.374 1950.535 3609.976 7941.851 2984.605 3533.896 2728.506 7362.841 -26.224 -1349.311 -5293.433 2730.897 1007.974 0.000 0.000
-1469.214 49.120 -3298.136 -6733.112 -11443.380 1688.515 9110.608 -9920.743 -139.231 5690.473 -112.694 -1585.770 0.000 -4369.722 -2967.852 -6991.897 9985.862 1677.554 0.000 -6929.978 1921.718 3580.625 7900.418 2943.798 3496.785 2693.639 7317.418 328.868 -1388.721 -5339.463 3367.798 937.173 0.000 0.000
-1446.079 71.905 -3276.399 -6715.440 -11421.349 1710.840 9129.349 -9902.133 -121.172 5713.976 -95.757 -1568.336 0.000 -4354.715 -2948.377 -6970.307 10005.503 1714.040 0.000 -6911.882 1942.738 3600.652 7914.302 2969.286 3515.193 2712.690 7331.358 411.679 -1371.968 -6064.342 3472.602 952.381 0.000 0.000
-1341.642 175.128 -3173.507 -6610.984 -11317.979 1812.758 9233.307 -9798.413 -15.540 5818.044 3.181 -1463.164 0.000 -4249.911 -2843.388 -6866.532 10107.494 1826.973 0.000 -6810.479 2044.821 3704.188 8017.709 3039.959 3618.674 2815.013 7434.654 -1661.757 -1269.535 -6773.828 3476.593 1068.294 0.000 0.000
-1125.542 390.843 -2955.825 -6390.323 -11099.156 2029.723 9453.178 -9577.660 205.747 6036.793 216.303 -1240.056 0.000 -4028.955 -2623.242 -6648.739 10326.225 1975.546 0.000 -6585.128 2260.756 3920.656 8240.191 3230.296 3840.090 3034.718 7656.585 -8179.725 -1045.766 -6235.700 3638.112 1280.238 0.000 0.000
-1182.128 332.271 -3009.983 -6440.454 -11154.308 1972.603 9399.056 -9624.756 156.830 5979.196 157.124 -1287.723 0.000 -4074.433 -2675.083 -6703.982 10274.530 1901.305 0.000 -6629.595 2207.756 3867.987 8196.533 4663.723 3793.305 2984.201 7611.658 -8420.689 -1090.490 -6042.733 3564.276 1274.298 0.000 0.000
-1071.144 442.261 -2894.053 -6320.845 -11040.032 2080.976 9515.281 -9504.246 277.946 6092.240 267.850 -1165.926 0.000 -3949.694 -2557.681 -6589.248 10389.339 2014.864 0.000 -6511.200 2321.002 3982.318 8320.519 1118.811 3915.709 3107.285 7739.340 -8100.317 -963.213 -6028.573 3683.168 1427.377 0.000 0.000
-1038.961 473.708 -2859.590 -6283.054 -11005.238 2112.000 9551.067 -9465.297 316.326 6123.098 303.270 -1126.958 0.000 -3910.210 -2521.839 -6555.870 10426.506 2061.777 0.000 -6471.828 2354.748 4016.652 8364.104 4.064 3955.156 3144.984 7781.545 -7836.531 -922.479 -6176.649 3716.435 1469.582 0.000 0.000
-1111.455 400.350 -2932.065 -6355.603 -11079.368 2036.472 9477.729 -9537.109 242.288 6049.685 229.452 -1198.771 0.000 -3982.888 -2595.951 -6630.386 10353.479 1999.710 0.000 -6544.780 2280.691 3942.872 8290.782 214.280 3880.584 3070.302 7709.309 -5930.003 -996.352 -6322.169 3639.639 1399.369 0.000 0.000
-1212.655 300.621 -3033.633 -6461.915 -11180.532 1938.104 9375.792 -9641.730 136.895 5948.632 126.505 -1305.175 0.000 -4090.396 -2697.427 -6732.377 10248.509 1886.869 0.000 -6650.045 2177.468 3838.600 8183.899 556.720 3774.768 2964.358 7599.631 -3305.603 -1103.382 -6459.561 3525.381 1291.787 0.000 0.000
-1238.401 276.052 -3062.469 -6494.245 -11206.737 1911.972 9345.596 -9675.071 104.786 5922.997 96.290 -1339.215 0.000 -4126.587 -2728.948 -6760.643 10216.142 1828.610 0.000 -6687.652 2146.867 3809.433 8145.373 824.571 3740.066 2930.336 7560.313 -2619.343 -1141.486 -6519.715 3478.487 1262.621 0.000 0.000
-1221.887 294.406 -3048.143 -6485.142 -11192.964 1931.079 9356.648 -9667.862 112.289 5939.823 106.938 -1332.484 0.000 -4123.682 -2717.858 -6745.838 10225.410 1791.370 0.000 -6682.356 2158.397 3821.001 8145.593 772.214 3745.528 2938.446 7556.102 -2723.394 -1139.224 -6534.832 3468.409 1252.083 0.000 0.000
-1207.340 307.867 -3036.980 -6477.418 -11178.453 1948.568 9366.653 -9660.525 122.018 5953.229 117.475 -1325.110 0.000 -4118.128 -2707.799 -6733.793 10234.146 1768.070 0.000 -6677.391 2167.887 3829.276 8148.591 645.673 3751.523 2947.476 7556.047 -2777.534 -1133.964 -6541.820 3459.398 1252.580 0.000 0.000
-1189.521 326.275 -3019.988 -6460.002 -11161.683 1966.516 9383.111 -9642.576 138.771 5972.134 131.911 -1309.405 0.000 -4100.069 -2690.053 -6714.907 10251.120 1767.389 0.000 -6659.552 2184.953 3841.322 8165.105 580.002 3769.674 2964.192 7572.800 -2777.883 -1117.285 -6528.965 3462.690 894.287 0.000 0.000
-1179.774 336.592 -3008.071 -6446.468 -11152.358 1974.976 9396.003 -9629.096 151.846 5982.764 143.111 -1295.281 0.000 -4086.810 -2678.963 -6706.006 10264.545 1774.709 0.000 -6643.645 2196.023 3853.054 8176.396 540.188 3784.313 2976.789 7587.641 -2771.263 -1101.175 -6513.462 3472.565 600.967 0.000 0.000
-1189.116 323.995 -3013.459 -6448.932 -11158.703 1963.077 9391.332 -9630.622 149.676 5972.796 135.589 -1297.194 0.000 -4084.916 -2682.384 -6712.350 10260.535 1768.603 0.000 -6640.022 2191.334 3846.379 8167.515 499.914 3784.883 2974.601 7596.339 -2775.474 -1098.049 -6507.743 3471.922 740.639 0.000 0.000
-1199.102 313.255 -3020.190 -6451.377 -11166.629 1949.579 9385.889 -9631.284 147.727 5961.910 125.622 -1296.164 0.000 -4080.815 -2686.945 -6721.196 10257.667 1766.746 0.000 -6636.216 2185.192 3841.818 8181.197 479.979 3783.743 2971.015 7602.996 -2776.964 -1096.375 -6498.990 3476.574 831.559 0.000 0.000
-1207.524 304.980 -3025.744 -6453.235 -11173.213 1939.465 9382.118 -9631.045 144.398 5954.535 118.321 -1298.095 0.000 -4080.429 -2691.983 -6730.207 10254.798 1770.608 0.000 -6635.572 2179.546 3832.991 8183.274 460.063 3781.830 2968.790 7609.451 -2780.347 -1092.899 -6494.116 3477.273 932.318 0.000 0.000
-1208.591 302.166 -3025.799 -6455.167 -11176.302 1935.584 9379.562 -9631.101 141.640 5950.986 113.521 -1299.768 0.000 -4081.054 -2694.337 -6732.874 10252.149 1784.143 0.000 -6636.142 2175.151 3825.672 8183.808 437.406 3781.187 2967.392 7613.534 -2793.165 -1094.407 -6494.649 3469.458 1010.200 0.000 0.000
-1232.553 276.604 -3052.464 -6482.751 -11200.228 1912.027 9351.297 -9659.513 115.397 5925.424 86.396 -1327.629 0.000 -4111.397 -2721.058 -6759.135 10224.729 1750.526 0.000 -6665.622 2148.890 3797.039 8153.152 390.769 3751.689 2939.090 7573.278 -2837.651 -1123.684 -6529.591 3432.365 1874.732 0.000 0.000
-1254.768 256.780 -3076.518 -6509.729 -11222.517 1891.724 9326.709 -9688.992 87.849 5904.091 61.092 -1357.495 0.000 -4141.925 -2747.319 -6783.151 10198.341 1717.221 0.000 -6695.248 2123.879 3768.626 8123.378 344.426 3721.805 2911.468 7539.091 -2884.490 -1155.830 -6568.283 3389.516 2720.433 0.000 0.000
-1259.862 254.370 -3085.897 -6522.970 -11230.277 1888.267 9315.491 -9702.417 74.921 5900.321 52.503 -1374.156 0.000 -4160.076 -2757.893 -6790.324 10185.597 1690.630 0.000 -6712.865 2113.452 3756.930 8102.432 310.901 3707.093 2896.756 7523.735 -2919.578 -1173.723 -6595.923 3358.143 3154.455 0.000 0.000
-1257.913 256.780 -3086.247 -6525.839 -11229.137 1894.299 9313.744 -9707.144 72.751 5902.951 53.570 -1378.165 0.000 -4167.892 -2759.769 -6787.749 10182.985 1679.816 0.000 -6717.720 2112.459 3754.411 8091.692 293.265 3701.208 2894.182 7519.396 -2940.966 -1179.921 -6611.775 3339.771 3287.378 0.000 0.000
-1254.786 259.005 -3085.713 -6526.280 -11227.316 1897.112 9313.744 -9708.137 72.199 5903.687 53.074 -1378.735 0.000 -4168.186 -2759.254 -6787.823 10182.801 1676.028 0.000 -6719.357 2113.103 3753.841 8093.715 286.645 3701.539 2892.545 7510.201 -2953.986 -1181.447 -6615.729 3332.011 3325.960 0.000 0.000
-1257.729 255.327 -3086.725 -6524.349 -11228.585 1894.078 9312.586 -9707.916 71.500 5900.358 50.131 -1379.140 0.000 -4167.928 -2761.663 -6790.986 10181.495 1673.582 0.000 -6718.106 2110.492 3750.291 8098.147 288.723 3702.679 2892.802 7510.164 -2957.737 -1179.994 -6611.536 3333.574 3346.925 0.000 0.000
-1262.455 248.357 -3089.741 -6526.501 -11232.962 1885.600 9309.661 -9706.004 72.107 5894.510 43.621 -1378.202 0.000 -4164.342 -2762.895 -6794.884 10180.023 1675.182 0.000 -6714.888 2106.851 3745.767 8102.469 297.513 3703.728 2892.600 7514.816 -2958.749 -1177.181 -6605.982 3339.642 3362.814 0.000 0.000
-1271.797 239.971 -3093.161 -6526.299 -11239.913 1873.959 9305.763 -9705.157 72.365 5887.430 36.044 -1377.816 0.000 -4159.671 -2765.286 -6803.344 10178.387 1678.014 0.000 -6710.658 2104.073 3740.066 8110.965 311.986 3704.206 2891.717 7516.618 -2954.666 -1171.940 -6594.691 3348.635 3374.326 0.000 0.000
-1276.781 233.093 -3095.809 -6527.126 -11242.764 1865.040 9303.520 -9703.907 71.537 5882.354 30.546 -1376.639 0.000 -4156.104 -2767.861 -6808.364 10177.633 1683.329 0.000 -6706.870 2101.039 3736.260 8119.406 321.420 3705.236 2892.765 7511.561 -2953.820 -1167.618 -6585.938 3355.789 3379.586 0.000 0.000
-1276.947 232.578 -3097.042 -6525.949 -11243.959 1863.422 9303.557 -9702.013 70.654 5880.901 29.847 -1376.271 0.000 -4153.804 -2768.964 -6807.849 10177.485 1684.561 0.000 -6705.877 2099.329 3735.267 8122.827 325.963 3706.744 2893.869 7511.690 -2957.553 -1164.804 -6581.836 3357.187 3367.099 0.000 0.000
-1275.365 233.240 -3096.159 -6525.949 -11241.696 1866.309 9303.777 -9702.270 70.268 5881.508 30.583 -1376.841 0.000 -4154.706 -2768.872 -6805.440 10178.718 1687.540 0.000 -6705.730 2099.108 3734.549 8121.539 321.549 3706.781 2893.759 7536.958 -2966.785 -1167.802 -6584.209 3351.504 3354.502 0.000 0.000
-1268.745 240.799 -3090.458 -6524.294 -11235.389 1876.185 9307.823 -9702.436 73.303 5888.699 35.272 -1377.043 0.000 -4155.073 -2765.617 -6798.801 10180.079 1687.871 0.000 -6706.024 2104.478 3736.683 8114.644 312.979 3706.486 2894.788 7527.910 -2980.743 -1168.997 -6591.381 3338.907 3338.355 0.000 0.000
-1257.821 253.764 -3083.764 -6521.627 -11227.556 1889.554 9314.003 -9701.443 75.528 5897.986 41.046 -1376.657 0.000 -4159.395 -2760.505 -6791.722 10182.396 1688.073 0.000 -6708.470 2110.105 3738.981 8110.855 298.286 3706.376 2897.087 7516.067 -2999.759 -1169.770 -6603.316 3323.055 3318.935 0.000 0.000
-1248.865 263.179 -3079.829 -6521.315 -11219.482 1900.735 9317.055 -9702.196 76.153 5907.641 46.490 -1377.889 0.000 -4162.080 -2757.103 -6784.531 10184.272 1691.089 0.000 -6708.341 2114.243 3741.832 8107.673 286.461 3706.339 2899.772 7507.129 -3013.992 -1173.245 -6612.253 3309.520 3301.833 0.000 0.000
-1244.451 267.207 -3077.162 -6519.751 -11217.625 1903.604 9317.422 -9701.424 77.826 5910.822 49.524 -1377.338 0.000 -4161.583 -2755.889 -6781.607 10186.037 1690.482 0.000 -6708.341 2115.733 3744.793 8108.483 282.470 3708.068 2900.857 7502.863 -3023.188 -1173.245 -6616.888 3302.237 3290.394 0.000 0.000
-1246.787 266.048 -3077.732 -6518.869 -11217.680 1901.287 9315.914 -9700.597 77.753 5908.652 45.460 -1377.668 0.000 -4159.984 -2757.746 -6781.883 10184.309 1693.296 0.000 -6706.465 2115.457 3742.145 8111.885 285.339 3709.484 2901.151 7511.911 -3028.539 -1170.615 -6613.191 3301.336 3286.477 0.000 0.000
-1251.017 259.832 -3080.766 -6518.961 -11223.712 1895.255 9313.119 -9698.702 77.918 5905.103 40.715 -1375.811 0.000 -4157.188 -2759.254 -6786.609 10183.150 1699.585 0.000 -6705.307 2113.912 3738.871 8115.158 293.008 3709.980 2900.434 7516.600 -3026.608 -1167.949 -6606.056 3307.479 3288.151 0.000 0.000
-1259.550 248.872 -3084.205 -6520.138 -11228.971 1883.430 9309.423 -9697.636 75.638 5896.331 32.054 -1376.124 0.000 -4155.441 -2761.442 -6793.009 10180.723 1708.633 0.000 -6701.519 2107.623 3734.402 8121.484 306.341 3708.197 2898.650 7537.455 -3020.613 -1165.650 -6595.188 3315.349 3295.304 0.000 0.000
-1267.788 239.879 -3088.545 -6521.811 -11234.415 1872.102 9306.186 -9697.894 75.546 5887.761 24.974 -1375.811 0.000 -4149.501 -2766.169 -6800.401 10177.945 1712.863 0.000 -6698.190 2102.823 3728.904 8127.737 316.676 3707.295 2897.381 7566.695 -3017.597 -1163.609 -6585.588 3323.036 3299.865 0.000 0.000
-1270.050 237.728 -3089.483 -6521.554 -11235.775 1868.351 9304.623 -9697.875 75.804 5884.727 21.093 -1374.561 0.000 -4148.453 -2767.622 -6803.271 10177.763 1716.026 0.000 -6697.712 2102.400 3727.212 8134.063 320.777 3708.141 2897.161 7571.366 -3019.399 -1162.175 -6581.708 3324.177 3298.265 0.000 0.000
-1268.671 239.346 -3087.810 -6520.230 -11233.826 1871.293 9305.064 -9695.907 76.208 5887.614 19.861 -1375.719 0.000 -4147.405 -2766.261 -6801.101 10178.093 1717.939 0.000 -6698.300 2103.209 3727.892 8135.294 320.188 3708.564 2897.179 7566.621 -3025.854 -1161.843 -6582.885 3321.013 3290.725 0.000 0.000
-1260.377 245.598 -3083.341 -6517.784 -11229.302 1878.759 9305.874 -9696.551 77.146 5893.425 24.164 -1375.848 0.000 -4148.987 -2763.042 -6795.473 10178.498 1714.702 0.000 -6698.153 2106.041 3731.405 8128.785 311.067 3708.969 2899.901 7562.392 -3036.355 -1161.954 -6588.807 3311.432 3277.871 0.000 0.000
-1251.237 255.768 -3079.810 -6516.386 -11220.493 1891.375 9310.159 -9697.158 79.114 5901.848 30.601 -1376.344 0.000 -4151.598 -2759.585 -6788.080 10181.366 1708.210 0.000 -6700.103 2111.963 3734.917 8123.010 298.856 3710.293 2902.659 7556.506 -3051.214 -1165.246 -6598.755 3298.449 3261.320 0.000 0.000
-1241.638 266.434 -3073.999 -6516.000 -11212.917 1903.586 9314.112 -9697.911 81.008 5911.080 35.769 -1376.620 0.000 -4154.154 -2756.146 -6779.639 10186.020 1704.845 0.000 -6702.420 2117.314 3740.342 8114.275 283.611 3709.281 2904.480 7554.410 -3066.018 -1167.986 -6608.005 3283.755 3243.408 0.000 0.000
-1237.298 271.786 -3071.222 -6514.400 -11209.644 1909.121 9317.422 -9696.882 83.454 5914.666 35.805 -1378.386 0.000 -4155.552 -2751.677 -6775.208 10186.313 1703.080 0.000 -6702.640 2121.231 3742.402 8109.457 277.781 3708.767 2906.595 7552.424 -3074.808 -1168.482 -6611.996 3275.866 3232.484 0.000 0.000
-1237.481 272.025 -3071.277 -6513.076 -11209.312 1907.944 9316.669 -9696.091 84.061 5915.438 30.638 -1377.025 0.000 -4152.996 -2752.652 -6775.649 10186.368 1704.569 0.000 -6701.390 2122.666 3741.795 8110.983 277.707 3711.323 2906.944 7545.344 -3077.254 -1167.839 -6610.672 3278.698 3229.560 0.000 0.000
-1242.355 267.004 -3073.944 -6512.653 -11212.751 1902.611 9313.965 -9695.760 83.325 5911.171 24.275 -1376.161 0.000 -4149.979 -2754.381 -6780.743 10185.302 1707.346 0.000 -6699.753 2120.532 3741.446 8116.022 287.381 3712.261 2907.275 7545.620 -3075.636 -1165.908 -6602.470 3283.902 3233.348 0.000 0.000
-1251.072 257.754 -3076.905 -6513.297 -11217.552 1893.949 9311.188 -9693.756 82.792 5903.779 15.411 -1376.491 0.000 -4147.607 -2757.783 -6787.657 10184.346 1713.764 0.000 -6694.328 2115.806 3737.253 8120.748 299.242 3713.070 2906.944 7550.382 -3069.015 -1161.347 -6592.484 3291.534 3241.716 0.000 0.000
-1256.828 248.339 -3080.068 -6513.389 -11223.067 1883.191 9306.665 -9692.027 81.744 5897.066 6.878 -1375.554 0.000 -4142.716 -2760.983 -6795.657 10181.422 1717.700 0.000 -6691.441 2111.466 3733.611 8128.215 311.674 3713.732 2904.369 7556.286 -3062.524 -1158.386 -6582.866 3302.605 3250.727 0.000 0.000
-1260.469 243.061 -3081.061 -6511.991 -11226.213 1875.008 9308.742 -9690.905 82.589 5893.425 -0.828 -1375.977 0.000 -4139.442 -2763.576 -6798.158 10180.208 1721.175 0.000 -6691.349 2108.781 3731.478 8132.334 318.257 3713.787 2904.535 7559.780 -3061.016 -1158.313 -6576.945 3308.747 3254.368 0.000 0.000
-1259.237 243.318 -3081.189 -6511.568 -11226.654 1878.097 9313.505 -9690.519 83.546 5892.285 -8.790 -1375.682 0.000 -4138.964 -2763.079 -6797.974 10179.215 1722.867 0.000 -6692.416 2111.411 3731.478 8133.548 318.313 3714.504 2905.326 7556.819 -3062.947 -1156.805 -6576.540 3307.809 3250.506 0.000 0.000
-1254.345 249.001 -3077.438 -6511.090 -11223.160 1883.485 9317.073 -9691.475 85.238 5898.299 -10.611 -1376.289 0.000 -4140.490 -2760.597 -6793.542 10180.943 1722.757 0.000 -6692.544 2115.034 3733.005 8131.948 310.901 3713.695 2906.613 7553.711 -3071.627 -1158.405 -6579.538 3299.350 3240.428 0.000 0.000
-1246.106 257.515 -3072.638 -6508.975 -11216.006 1893.067 9323.031 -9692.726 86.323 5903.797 -5.572 -1377.908 0.000 -4142.329 -2757.617 -6786.039 10184.456 1710.436 0.000 -6692.452 2119.705 3738.154 8125.641 298.985 3715.074 2908.323 7550.309 -3084.260 -1159.894 -6588.567 3288.334 3228.015 0.000 0.000
-1237.886 267.354 -3070.045 -6507.964 -11209.496 1904.377 9327.298 -9691.935 87.021 5913.618 8.073 -1379.103 0.000 -4146.283 -2754.050 -6779.823 10185.945 1710.619 0.000 -6695.505 2124.266 3743.045 8119.480 286.075 3715.313 2907.937 7544.700 -3098.458 -1163.002 -6598.130 3275.553 3211.427 0.000 0.000
-1233.656 272.871 -3068.703 -6508.185 -11205.929 1911.972 9327.537 -9693.424 87.518 5918.380 33.341 -1382.303 0.000 -4149.612 -2752.413 -6775.336 10185.523 1719.759 0.000 -6698.374 2128.036 3744.333 8116.831 276.586 3713.382 2909.335 7539.716 -3108.572 -1166.790 -6605.026 3264.574 3199.051 0.000 0.000
-1234.116 273.680 -3068.427 -6508.497 -11205.267 1912.174 9328.530 -9695.209 87.518 5917.976 44.816 -1382.689 0.000 -4149.667 -2751.861 -6774.417 10184.971 1718.950 0.000 -6697.657 2127.870 3742.733 8116.427 275.942 3714.339 2911.119 7536.351 -3112.673 -1166.938 -6605.081 3262.791 3196.513 0.000 0.000
-1236.709 269.266 -3068.537 -6506.364 -11207.289 1906.583 9327.666 -9691.807 88.290 5914.390 37.736 -1381.549 0.000 -4147.203 -2753.847 -6778.352 10184.512 1713.911 0.000 -6695.560 2128.109 3741.225 8118.468 281.146 3713.713 2911.156 7539.496 -3111.882 -1166.055 -6599.031 3269.338 3199.713 0.000 0.000
-1242.851 259.759 -3070.137 -6506.345 -11212.844 1898.952 9326.194 -9692.027 87.058 5908.597 28.082 -1381.089 0.000 -4142.182 -2756.109 -6781.681 10184.217 1712.330 0.000 -6691.533 2124.928 3738.706 8123.084 292.180 3714.946 2908.103 7542.438 -3105.280 -1162.505 -6590.057 3277.540 3207.952 0.000 0.000
-1251.145 252.072 -3074.183 -6505.113 -11219.482 1886.391 9323.362 -9690.150 88.511 5899.328 22.031 -1378.275 0.000 -4138.964 -2758.849 -6788.742 10183.021 1712.458 0.000 -6688.461 2119.926 3734.090 8126.082 305.440 3715.442 2908.048 7544.645 -3096.674 -1159.140 -6579.317 3288.776 3218.894 0.000 0.000
-1255.945 245.010 -3077.199 -6505.794 -11221.744 1879.054 9319.556 -9689.269 87.867 5893.701 22.712 -1378.551 0.000 -4134.899 -2761.534 -6793.708 10180.281 1713.562 0.000 -6688.314 2117.646 3731.533 8131.562 313.163 3717.336 2906.374 7547.275 -3091.819 -1157.044 -6571.942 3296.353 3225.110 0.000 0.000
-1257.766 243.686 -3077.180 -6506.732 -11221.082 1880.396 9318.930 -9688.827 87.849 5892.965 31.061 -1378.331 0.000 -4134.348 -2760.983 -6793.469 10179.858 1709.461 0.000 -6687.468 2116.799 3730.780 8131.194 315.057 3716.876 2906.448 7546.374 -3094.412 -1156.363 -6569.828 3295.672 3223.638 0.000 0.000
-1250.759 249.074 -3074.477 -6507.798 -11220.659 1882.731 9318.637 -9688.238 89.725 5898.115 45.515 -1378.202 0.000 -4135.157 -2760.339 -6789.938 10181.348 1705.397 0.000 -6687.561 2120.606 3733.722 8125.015 308.290 3716.784 2906.815 7544.222 -3103.717 -1158.956 -6574.683 3290.376 3214.333 0.000 0.000
-1245.371 255.970 -3071.167 -6505.389 -11215.730 1890.529 9319.869 -9690.887 88.989 5904.018 57.561 -1378.882 0.000 -4138.725 -2756.863 -6783.869 10181.789 1701.498 0.000 -6690.356 2124.597 3737.087 8120.215 299.518 3715.847 2909.280 7539.533 -3113.335 -1160.244 -6582.609 3281.788 3205.506 0.000 0.000
-1236.838 266.563 -3066.404 -6503.219 -11207.051 1905.204 9320.218 -9692.229 91.178 5913.544 57.230 -1379.250 0.000 -4141.060 -2753.369 -6775.483 10185.560 1697.103 0.000 -6691.864 2131.217 3740.397 8113.668 286.424 3716.159 2910.972 7534.788 -3127.551 -1162.377 -6593.054 3268.804 3190.720 0.000 0.000
-1230.401 274.250 -3063.903 -6501.932 -11201.147 1914.399 9319.428 -9692.854 92.888 5919.245 58.940 -1380.464 0.000 -4144.996 -2749.838 -6769.120 10187.490 1693.241 0.000 -6692.416 2136.183 3744.388 8110.800 276.751 3715.442 2913.454 7532.563 -3138.529 -1164.069 -6599.932 3260.234 3179.962 0.000 0.000
