Fp1 Fpz Fp2 F7 F3 Fz F4 F8 FC5 FC1 FC2 FC6 M1 T7 C3 Cz C4 T8 M2 CP5 CP1 CP2 CP6 P7 P3 Pz P4 P8 POz O1 Oz O2 HEOG VEOG
-1272.349 161.556 -2966.712 -6277.243 -11121.556 1831.552 9099.667 -9581.927 159.368 5854.714 80.622 -1461.950 0.000 -3970.162 -2718.153 -6632.960 9932.127 1454.925 0.000 -6258.154 2347.888 3926.670 7832.265 219.521 3679.766 2963.714 7362.804 -3388.376 -1052.699 -6426.368 3176.394 3045.200 0.000 0.000
-1280.293 153.317 -2972.100 -6277.997 -11127.495 1820.426 9095.713 -9581.355 157.216 5845.979 75.748 -1463.053 0.000 -3967.054 -2722.033 -6643.461 9928.597 1463.311 0.000 -6256.793 2344.560 3925.291 7835.612 230.206 3681.991 2962.059 7366.354 -3375.356 -1048.469 -6414.635 3186.858 3056.951 0.000 0.000
-1283.457 149.364 -2974.251 -6278.953 -11131.412 1816.160 9094.646 -9580.694 157.768 5843.257 74.167 -1463.292 0.000 -3965.105 -2722.069 -6649.714 9926.573 1464.175 0.000 -6257.382 2343.548 3928.306 7836.678 233.369 3682.818 2963.401 7367.310 -3370.777 -1047.329 -6408.603 3190.481 3061.512 0.000 0.000
-1281.728 151.092 -2972.744 -6279.781 -11128.157 1819.819 9098.250 -9580.068 155.837 5844.931 75.785 -1465.407 0.000 -3966.282 -2722.364 -6652.160 9927.732 1466.069 0.000 -6257.859 2343.438 3935.019 7835.776 229.912 3682.542 2964.063 7365.894 -3373.443 -1048.782 -6410.846 3186.049 3057.724 0.000 0.000
-1273.250 159.846 -2968.404 -6276.489 -11123.726 1828.922 9101.543 -9579.277 156.168 5852.856 80.953 -1464.175 0.000 -3969.261 -2720.672 -6653.318 9930.343 1461.803 0.000 -6259.699 2347.704 3941.713 7832.559 219.540 3682.101 2963.126 7363.025 -3384.827 -1051.761 -6421.402 3177.057 3047.002 0.000 0.000
-1264.257 170.641 -2963.310 -6273.344 -11114.383 1842.457 9107.206 -9579.498 159.313 5861.978 88.143 -1464.120 0.000 -3972.865 -2717.913 -6647.672 9933.230 1454.962 0.000 -6263.653 2350.996 3944.747 7827.612 207.108 3681.053 2965.001 7358.538 -3399.263 -1057.443 -6434.146 3164.864 3034.203 0.000 0.000
-1255.577 179.174 -2957.241 -6269.611 -11107.321 1852.627 9111.840 -9579.425 160.986 5869.996 93.936 -1461.619 0.000 -3974.999 -2715.192 -6643.259 9935.842 1448.801 0.000 -6265.528 2353.810 3946.310 7823.291 195.026 3680.262 2966.896 7355.559 -3412.688 -1062.004 -6445.419 3154.198 3021.532 0.000 0.000
-1251.550 182.263 -2954.629 -6270.806 -11104.489 1859.873 9115.721 -9579.609 161.207 5872.994 97.412 -1463.035 0.000 -3976.746 -2713.114 -6641.622 9937.221 1445.601 0.000 -6267.606 2356.660 3946.531 7823.547 190.428 3680.207 2966.565 7352.929 -3416.604 -1063.549 -6448.876 3147.136 3016.438 0.000 0.000
-1253.959 180.737 -2955.604 -6270.365 -11105.501 1854.687 9113.625 -9578.487 159.736 5871.891 95.334 -1463.053 0.000 -3976.654 -2714.585 -6645.650 9937.625 1447.845 0.000 -6266.577 2356.789 3944.710 7825.920 194.327 3679.766 2967.079 7353.830 -3414.582 -1061.802 -6445.309 3149.766 3018.774 0.000 0.000
-1260.837 171.579 -2959.962 -6271.781 -11111.423 1844.223 9110.591 -9578.046 157.529 5864.792 88.934 -1463.145 0.000 -3971.983 -2716.810 -6652.049 9935.032 1455.826 0.000 -6262.714 2353.534 3931.157 7829.966 203.228 3681.954 2966.252 7358.538 -3401.709 -1057.609 -6434.845 3160.506 3029.605 0.000 0.000
-1270.970 160.471 -2967.079 -6273.583 -11119.109 1831.056 9105.184 -9577.494 157.032 5853.923 80.677 -1463.771 0.000 -3968.397 -2720.562 -6662.090 9932.477 1464.819 0.000 -6258.724 2349.966 3921.576 7834.618 217.112 3685.301 2965.075 7362.621 -3383.834 -1053.471 -6420.832 3174.169 3044.336 0.000 0.000
-1282.758 150.118 -2971.953 -6275.496 -11125.398 1819.212 9100.843 -9578.064 154.274 5844.416 73.192 -1465.242 0.000 -3964.333 -2724.295 -6670.770 9929.093 1472.359 0.000 -6255.727 2346.215 3917.622 7839.143 227.208 3688.354 2965.755 7368.321 -3366.786 -1049.536 -6407.536 3185.442 3056.620 0.000 0.000
-1286.675 146.568 -2974.086 -6275.771 -11130.438 1812.831 9099.648 -9578.138 153.851 5841.657 70.195 -1465.370 0.000 -3961.666 -2725.601 -6677.317 9929.516 1475.375 0.000 -6255.138 2344.008 3915.985 7842.084 233.148 3688.740 2966.142 7368.781 -3360.662 -1048.212 -6402.755 3191.162 3062.137 0.000 0.000
-1285.314 147.304 -2973.277 -6276.397 -11129.076 1813.420 9102.571 -9577.696 153.520 5841.639 70.599 -1465.334 0.000 -3962.916 -2726.207 -6680.812 9929.607 1477.673 0.000 -6254.844 2345.332 3917.953 7840.816 231.990 3689.310 2964.965 7369.223 -3361.398 -1048.083 -6403.950 3190.444 3059.305 0.000 0.000
-1278.620 154.163 -2969.599 -6274.264 -11123.891 1821.291 9106.085 -9579.002 154.789 5848.885 75.381 -1464.028 0.000 -3964.995 -2724.368 -6679.616 9932.587 1474.565 0.000 -6255.947 2348.219 3920.031 7836.678 223.549 3689.788 2965.075 7367.071 -3371.917 -1050.768 -6412.354 3181.286 3050.184 0.000 0.000
-1268.781 164.168 -2963.880 -6271.616 -11114.953 1834.163 9110.406 -9577.255 155.984 5857.841 82.075 -1463.587 0.000 -3968.709 -2720.525 -6675.809 9934.665 1467.835 0.000 -6259.368 2352.670 3923.911 7832.578 211.540 3687.563 2967.650 7361.609 -3386.408 -1055.549 -6424.068 3169.002 3037.311 0.000 0.000
-1260.340 175.974 -2957.940 -6268.489 -11108.848 1846.816 9117.578 -9576.924 159.000 5867.495 88.456 -1464.010 0.000 -3972.535 -2717.711 -6672.352 9938.012 1461.049 0.000 -6262.494 2356.789 3929.870 7827.704 198.833 3684.676 2967.705 7357.435 -3401.543 -1059.246 -6436.647 3156.809 3024.897 0.000 0.000
-1254.768 181.215 -2955.163 -6267.257 -11104.452 1853.160 9120.189 -9577.292 158.871 5872.571 93.256 -1464.396 0.000 -3975.385 -2715.302 -6671.635 9938.214 1457.996 0.000 -6263.248 2359.327 3932.794 7824.559 193.352 3684.437 2968.385 7354.694 -3407.079 -1062.832 -6443.176 3150.722 3018.700 0.000 0.000
-1255.357 179.578 -2954.538 -6267.166 -11105.630 1852.002 9120.521 -9576.060 159.074 5869.353 92.116 -1463.568 0.000 -3975.293 -2716.405 -6676.085 9938.104 1460.203 0.000 -6262.145 2359.235 3934.228 7824.541 194.346 3684.179 2969.250 7355.320 -3405.607 -1061.066 -6444.904 3151.752 3020.080 0.000 0.000
-1262.345 172.884 -2957.645 -6268.985 -11110.153 1843.800 9117.928 -9575.913 157.621 5863.928 86.930 -1463.311 0.000 -3970.861 -2719.936 -6684.949 9937.662 1465.628 0.000 -6259.993 2358.058 3931.396 7828.513 202.768 3686.073 2967.852 7358.795 -3395.327 -1058.768 -6439.626 3160.303 3027.987 0.000 0.000
-1274.574 164.241 -2964.542 -6270.788 -11118.227 1828.885 9113.367 -9575.710 153.998 5854.310 78.838 -1463.090 0.000 -3966.208 -2723.725 -6695.266 9935.731 1475.301 0.000 -6257.308 2354.269 3929.318 7833.846 215.991 3689.641 2965.994 7364.239 -3380.854 -1055.145 -6426.000 3172.771 3040.879 0.000 0.000
-1284.560 152.894 -2971.144 -6272.443 -11127.127 1815.590 9109.211 -9575.453 153.299 5845.225 71.133 -1465.021 0.000 -3962.972 -2727.826 -6706.336 9932.733 1483.025 0.000 -6253.961 2350.058 3926.522 7838.848 227.025 3691.756 2967.631 7368.763 -3364.432 -1049.922 -6411.104 3184.210 3054.616 0.000 0.000
-1289.709 147.672 -2975.135 -6273.657 -11131.872 1807.903 9107.721 -9576.666 151.092 5839.027 65.119 -1466.603 0.000 -3960.783 -2728.616 -6712.976 9931.336 1487.641 0.000 -6251.294 2347.244 3926.670 7840.062 233.645 3692.675 2966.381 7371.282 -3353.233 -1047.770 -6400.622 3192.835 3060.905 0.000 0.000
-1290.684 149.860 -2975.980 -6274.393 -11131.284 1808.123 9108.530 -9575.526 151.147 5838.807 65.763 -1464.892 0.000 -3960.544 -2729.205 -6715.495 9931.336 1486.280 0.000 -6253.042 2348.072 3928.711 7840.705 234.197 3693.006 2966.510 7371.448 -3353.012 -1047.458 -6400.769 3189.635 3060.354 0.000 0.000
-1284.689 158.007 -2971.475 -6273.546 -11127.973 1814.854 9112.080 -9575.674 152.159 5843.919 70.893 -1465.812 0.000 -3962.346 -2728.193 -6715.182 9933.506 1486.537 0.000 -6254.991 2350.113 3933.290 7837.376 227.356 3691.241 2967.006 7367.476 -3362.336 -1049.959 -6408.161 3182.206 3052.464 0.000 0.000
-1276.174 168.232 -2966.344 -6273.013 -11121.444 1825.281 9118.572 -9575.545 154.163 5852.287 76.374 -1466.143 0.000 -3966.429 -2725.030 -6710.088 9934.591 1480.947 0.000 -6257.731 2353.148 3938.641 7831.934 216.579 3689.218 2968.569 7363.706 -3374.565 -1055.108 -6419.434 3172.496 3042.479 0.000 0.000
-1266.648 180.866 -2959.245 -6270.512 -11113.225 1840.434 9123.096 -9575.049 154.586 5862.088 83.914 -1464.322 0.000 -3972.590 -2722.033 -6703.302 9937.956 1474.970 0.000 -6262.458 2356.219 3946.476 7825.644 204.386 3687.784 2968.330 7357.986 -3389.939 -1059.632 -6432.730 3159.660 3027.288 0.000 0.000
-1259.733 189.822 -2956.284 -6268.728 -11109.858 1848.967 9124.843 -9574.790 155.175 5867.918 87.923 -1463.366 0.000 -3974.760 -2719.477 -6700.673 9939.207 1470.998 0.000 -6264.443 2360.872 3950.853 7822.683 196.276 3685.467 2968.937 7356.037 -3399.263 -1061.121 -6441.189 3149.656 3018.388 0.000 0.000
-1259.844 190.796 -2954.887 -6267.735 -11109.253 1849.059 9125.320 -9573.559 154.623 5869.481 88.456 -1463.016 0.000 -3975.844 -2720.028 -6703.964 9940.329 1471.126 0.000 -6263.248 2360.669 3953.317 7821.764 194.309 3685.375 2968.992 7355.209 -3400.256 -1060.827 -6441.925 3149.361 3016.530 0.000 0.000
-1265.765 184.194 -2958.914 -6269.795 -11114.493 1841.372 9124.052 -9573.209 154.605 5863.891 82.167 -1465.370 0.000 -3974.024 -2721.757 -6709.610 9937.827 1476.239 0.000 -6262.384 2358.242 3955.211 7825.442 202.437 3687.085 2968.698 7359.255 -3392.256 -1058.731 -6433.797 3156.202 3023.610 0.000 0.000
-1274.078 175.257 -2964.303 -6270.825 -11120.985 1829.897 9119.418 -9573.779 152.950 5854.328 76.171 -1466.933 0.000 -3969.555 -2724.111 -6719.982 9935.584 1481.756 0.000 -6259.993 2355.741 3955.781 7829.672 213.416 3688.832 2967.613 7364.147 -3378.188 -1055.494 -6423.774 3166.078 3035.582 0.000 0.000
-1285.774 163.395 -2969.912 -6273.271 -11129.499 1813.346 9114.085 -9573.798 149.713 5843.404 67.363 -1465.370 0.000 -3964.995 -2728.138 -6731.292 9933.892 1490.693 0.000 -6256.646 2351.603 3956.682 7834.527 226.473 3690.781 2967.355 7369.241 -3361.931 -1050.106 -6408.695 3181.194 3046.193 0.000 0.000
-1292.449 156.499 -2975.355 -6273.749 -11134.171 1804.923 9108.898 -9573.907 148.959 5835.497 62.250 -1467.173 0.000 -3962.365 -2730.621 -6739.751 9931.740 1496.725 0.000 -6254.807 2349.194 3958.154 7837.395 234.712 3693.080 2966.877 7372.128 -3349.978 -1047.329 -6398.837 3188.863 3054.800 0.000 0.000
-1293.792 153.722 -2975.539 -6274.576 -11135.292 1802.496 9108.696 -9574.349 148.076 5835.147 60.025 -1467.577 0.000 -3962.273 -2732.037 -6742.639 9930.637 1497.774 0.000 -6254.182 2347.557 3965.583 7839.069 235.502 3692.234 2966.896 7371.944 -3347.017 -1045.894 -6397.090 3190.114 3057.135 0.000 0.000
-1289.176 157.455 -2974.399 -6274.889 -11133.196 1809.263 9110.406 -9574.166 149.842 5840.572 63.023 -1466.842 0.000 -3963.615 -2731.393 -6741.903 9932.862 1494.041 0.000 -6254.402 2348.311 3972.167 7836.733 230.905 3691.921 2966.877 7370.105 -3352.295 -1047.513 -6404.299 3184.743 3048.970 0.000 0.000
-1281.268 164.094 -2969.139 -6272.939 -11127.054 1820.592 9115.923 -9573.282 151.276 5847.156 69.569 -1465.904 0.000 -3967.403 -2727.991 -6737.526 9934.830 1488.799 0.000 -6256.518 2352.688 3972.314 7833.442 220.754 3689.733 2967.962 7365.894 -3362.667 -1049.793 -6414.855 3173.599 3037.881 0.000 0.000
-1269.406 176.893 -2962.868 -6268.691 -11119.495 1833.557 9119.491 -9571.149 152.858 5858.429 76.466 -1464.322 0.000 -3972.295 -2724.405 -6728.478 9937.606 1481.057 0.000 -6260.140 2357.046 3974.575 7828.476 208.304 3686.864 2968.256 7359.880 -3377.691 -1055.623 -6428.592 3161.260 3022.507 0.000 0.000
-1262.106 183.440 -2958.933 -6267.128 -11114.162 1844.352 9123.776 -9571.646 156.021 5864.994 83.123 -1465.168 0.000 -3974.723 -2720.764 -6724.249 9940.477 1476.754 0.000 -6261.373 2360.301 3976.746 7823.694 198.980 3686.423 2969.581 7356.000 -3387.953 -1059.779 -6439.958 3152.083 3011.436 0.000 0.000
-1260.120 185.095 -2956.855 -6267.441 -11112.544 1845.823 9124.879 -9571.443 157.437 5867.643 83.086 -1465.444 0.000 -3976.065 -2719.771 -6723.568 9941.523 1474.216 0.000 -6262.089 2360.798 3976.396 7823.694 196.975 3686.938 2969.912 7355.448 -3388.597 -1060.551 -6440.472 3148.644 3006.968 0.000 0.000
-1264.699 181.270 -2958.031 -6266.981 -11115.799 1841.722 9121.918 -9571.223 156.720 5863.119 81.100 -1466.327 0.000 -3976.286 -2720.654 -6726.161 9939.630 1475.816 0.000 -6261.042 2357.359 3974.337 7824.577 201.885 3687.287 2969.912 7358.207 -3380.027 -1057.499 -6434.790 3153.573 3011.418 0.000 0.000
-1273.048 172.406 -2964.468 -6269.482 -11122.070 1830.872 9116.769 -9572.326 156.903 5854.843 73.597 -1466.952 0.000 -3972.884 -2722.750 -6731.347 9937.202 1482.583 0.000 -6256.444 2352.872 3970.640 7829.414 210.621 3689.163 2969.672 7361.333 -3364.506 -1053.361 -6424.345 3164.938 3020.337 0.000 0.000
-1283.383 161.004 -2970.095 -6271.781 -11131.339 1816.197 9111.014 -9571.554 155.267 5844.177 64.770 -1466.143 0.000 -3969.610 -2727.219 -6739.715 9933.855 1491.116 0.000 -6252.655 2349.837 3966.429 7836.237 224.101 3690.322 2969.672 7365.545 -3346.980 -1049.609 -6410.901 3179.668 3031.868 0.000 0.000
-1291.530 151.644 -2973.571 -6273.234 -11138.162 1805.861 9107.279 -9569.899 154.494 5836.875 57.763 -1464.285 0.000 -3966.502 -2730.842 -6745.231 9932.604 1495.438 0.000 -6250.357 2345.406 3962.328 7839.805 232.891 3691.020 2968.937 7371.117 -3333.905 -1045.600 -6400.070 3190.040 3039.959 0.000 0.000
-1293.442 149.934 -2976.385 -6274.153 -11138.419 1802.183 9106.820 -9571.517 155.745 5833.510 54.839 -1465.665 0.000 -3965.381 -2730.750 -6746.059 9930.784 1497.112 0.000 -6250.430 2342.390 3960.250 7842.691 236.348 3691.572 2968.882 7372.791 -3326.990 -1043.559 -6396.226 3191.860 3041.467 0.000 0.000
-1289.783 153.225 -2974.583 -6274.355 -11136.818 1807.130 9107.022 -9571.002 158.890 5837.042 56.145 -1467.540 0.000 -3966.962 -2728.193 -6741.939 9931.852 1494.942 0.000 -6250.063 2344.339 3958.337 7840.521 232.689 3690.965 2968.569 7370.142 -3329.565 -1044.497 -6401.209 3188.274 3036.428 0.000 0.000
-1280.514 161.188 -2969.010 -6271.211 -11131.872 1816.435 9110.755 -9571.609 162.273 5843.128 60.448 -1467.467 0.000 -3969.868 -2724.902 -6735.191 9934.333 1489.351 0.000 -6252.104 2342.996 3960.618 7837.359 224.799 3689.806 2969.084 7365.673 -3339.091 -1048.267 -6410.919 3180.183 3023.923 0.000 0.000
-1270.289 172.388 -2964.395 -6269.022 -11123.505 1829.382 9116.218 -9569.752 165.032 5854.365 67.491 -1466.915 0.000 -3975.182 -2720.709 -6726.566 9936.688 1481.829 0.000 -6253.887 2345.792 3963.726 7831.547 211.503 3688.629 2969.194 7358.924 -3353.104 -1051.540 -6424.583 3167.071 3010.186 0.000 0.000
-1263.614 182.466 -2959.098 -6266.668 -11118.649 1839.993 9118.938 -9568.759 167.367 5863.284 73.836 -1467.430 0.000 -3979.578 -2716.148 -6718.088 9938.673 1477.011 0.000 -6255.267 2348.201 3965.031 7827.998 201.702 3686.956 2971.401 7354.088 -3365.186 -1055.255 -6435.636 3156.294 2996.430 0.000 0.000
-1260.101 186.199 -2957.057 -6267.220 -11116.038 1845.749 9120.189 -9567.839 169.611 5865.491 73.781 -1467.044 0.000 -3980.516 -2713.518 -6714.023 9940.035 1474.069 0.000 -6256.554 2349.451 3964.406 7826.287 196.607 3686.459 2971.898 7352.249 -3368.239 -1056.800 -6440.031 3151.973 2990.950 0.000 0.000
-1263.062 184.029 -2958.528 -6265.565 -11118.227 1841.979 9119.785 -9568.207 171.045 5862.806 70.930 -1465.426 0.000 -3981.251 -2713.904 -6716.874 9939.594 1476.110 0.000 -6254.936 2347.760 3962.365 7826.306 199.623 3686.257 2971.309 7352.598 -3363.126 -1055.163 -6436.739 3156.276 2992.274 0.000 0.000
-1269.315 176.544 -2963.181 -6267.551 -11124.811 1831.957 9114.581 -9569.715 170.659 5855.174 63.721 -1466.529 0.000 -3977.978 -2714.493 -6721.049 9937.184 1482.271 0.000 -6252.104 2344.210 3959.055 7830.057 208.046 3687.103 2971.420 7356.534 -3348.856 -1051.209 -6426.809 3164.882 3000.457 0.000 0.000
-1279.392 165.639 -2968.716 -6269.813 -11132.258 1817.796 9108.549 -9569.090 170.163 5845.115 55.427 -1466.198 0.000 -3972.957 -2717.362 -6729.011 9934.389 1489.406 0.000 -6249.345 2340.532 3954.678 7835.464 220.698 3688.556 2969.452 7362.547 -3331.864 -1046.924 -6413.604 3175.972 3012.466 0.000 0.000
-1287.208 157.216 -2973.663 -6272.001 -11140.056 1806.027 9103.087 -9569.200 169.298 5838.329 46.839 -1466.032 0.000 -3969.960 -2718.814 -6736.459 9931.852 1494.702 0.000 -6246.421 2337.167 3952.802 7840.025 230.703 3690.634 2968.918 7365.489 -3316.269 -1042.511 -6402.645 3186.840 3021.514 0.000 0.000
-1293.001 153.336 -2974.858 -6271.505 -11142.061 1801.668 9101.486 -9569.182 169.776 5831.892 42.426 -1466.750 0.000 -3969.482 -2720.138 -6737.563 9929.368 1497.479 0.000 -6244.177 2334.611 3952.802 7841.662 235.227 3691.462 2969.103 7366.427 -3308.416 -1039.440 -6398.470 3191.879 3024.824 0.000 0.000
-1291.272 154.366 -2974.785 -6270.585 -11140.699 1803.342 9100.862 -9568.594 172.664 5834.541 42.444 -1466.161 0.000 -3970.383 -2719.329 -6736.625 9929.902 1498.123 0.000 -6244.840 2334.592 3955.248 7840.688 232.891 3690.285 2969.084 7365.710 -3310.292 -1040.341 -6401.541 3189.323 3021.679 0.000 0.000
-1283.788 162.329 -2970.555 -6270.310 -11136.377 1811.562 9105.146 -9568.280 173.638 5841.749 44.945 -1465.996 0.000 -3973.454 -2715.431 -6732.929 9933.285 1492.477 0.000 -6245.833 2336.909 3959.349 7836.880 224.468 3688.243 2969.139 7363.356 -3318.512 -1043.265 -6410.607 3180.827 3011.381 0.000 0.000
-1274.078 172.278 -2966.197 -6268.820 -11128.507 1824.288 9110.259 -9569.126 175.772 5848.939 50.462 -1466.400 0.000 -3977.390 -2712.139 -6725.094 9934.977 1486.905 0.000 -6248.334 2341.066 3964.700 7832.890 212.680 3686.938 2969.084 7357.030 -3330.797 -1045.931 -6422.432 3169.700 2997.533 0.000 0.000
-1265.140 181.822 -2959.687 -6266.319 -11121.941 1836.683 9115.022 -9568.023 178.898 5858.889 56.329 -1465.775 0.000 -3981.178 -2706.622 -6718.400 9936.908 1480.285 0.000 -6251.920 2343.934 3971.063 7826.196 201.573 3685.798 2969.838 7350.722 -3344.111 -1050.805 -6434.863 3158.280 2983.061 0.000 0.000
-1260.322 186.898 -2955.972 -6266.668 -11117.234 1843.653 9117.119 -9567.231 180.792 5864.204 57.266 -1467.099 0.000 -3984.102 -2703.496 -6715.899 9938.471 1478.133 0.000 -6251.901 2345.681 3974.815 7821.819 196.883 3683.628 2970.813 7348.221 -3350.438 -1054.207 -6439.626 3152.212 2973.645 0.000 0.000
-1262.731 187.762 -2955.770 -6265.381 -11118.429 1841.667 9115.813 -9566.645 181.270 5863.063 54.232 -1467.577 0.000 -3985.150 -2703.404 -6716.175 9936.650 1478.997 0.000 -6252.784 2344.633 3974.999 7824.081 196.681 3683.591 2971.180 7349.692 -3348.120 -1051.926 -6438.505 3153.021 2975.502 0.000 0.000
-1269.830 180.204 -2960.349 -6266.742 -11123.357 1833.777 9113.091 -9566.847 180.277 5856.958 46.803 -1467.596 0.000 -3982.631 -2705.243 -6721.655 9935.216 1484.091 0.000 -6249.364 2341.378 3975.293 7827.354 204.295 3684.529 2970.224 7351.881 -3335.486 -1049.058 -6429.880 3160.634 2982.215 0.000 0.000
-1279.668 171.156 -2967.705 -6268.784 -11130.989 1821.861 9107.868 -9566.073 178.916 5845.979 37.700 -1466.823 0.000 -3978.530 -2708.038 -6728.736 9932.716 1491.595 0.000 -6246.274 2337.682 3973.252 7832.191 215.623 3686.367 2969.783 7356.331 -3319.965 -1044.074 -6418.018 3171.981 2993.156 0.000 0.000
-1287.374 159.386 -2972.229 -6269.887 -11138.731 1809.061 9102.223 -9567.803 178.953 5836.784 28.486 -1466.603 0.000 -3973.785 -2710.668 -6736.092 9930.582 1498.031 0.000 -6242.982 2333.305 3972.203 7835.722 227.264 3689.163 2968.679 7361.756 -3304.444 -1040.690 -6406.525 3184.174 3002.406 0.000 0.000
-1291.953 153.796 -2973.884 -6272.112 -11142.022 1801.852 9100.494 -9567.122 177.372 5831.028 23.447 -1465.793 0.000 -3973.509 -2712.176 -6740.138 9928.835 1502.261 0.000 -6241.253 2331.999 3971.137 7838.278 234.068 3688.813 2968.808 7363.632 -3295.470 -1036.994 -6400.327 3190.297 3007.041 0.000 0.000
-1292.063 155.340 -2975.392 -6271.248 -11142.483 1802.422 9100.476 -9567.122 178.567 5832.940 21.884 -1464.837 0.000 -3972.093 -2711.458 -6738.023 9930.931 1501.507 0.000 -6241.713 2333.617 3970.806 7837.947 230.758 3687.949 2968.790 7364.257 -3295.231 -1037.362 -6401.725 3189.323 3003.381 0.000 0.000
-1286.730 160.471 -2971.162 -6269.482 -11139.026 1809.907 9103.216 -9567.231 179.652 5838.421 22.748 -1466.088 0.000 -3975.164 -2709.086 -6734.786 9932.733 1499.465 0.000 -6242.210 2335.089 3974.061 7835.833 225.314 3687.729 2969.158 7361.627 -3302.311 -1039.991 -6408.033 3182.905 2993.506 0.000 0.000
-1277.940 169.776 -2964.248 -6267.919 -11130.548 1821.309 9110.204 -9567.379 181.473 5846.236 25.636 -1467.393 0.000 -3979.596 -2704.121 -6726.970 9935.124 1493.617 0.000 -6246.568 2338.564 3977.058 7830.591 214.758 3686.184 2969.066 7356.276 -3312.499 -1043.302 -6417.853 3172.146 2978.702 0.000 0.000
-1267.347 181.289 -2959.208 -6264.314 -11123.155 1834.697 9114.581 -9566.956 183.753 5856.756 30.123 -1466.603 0.000 -3983.697 -2699.891 -6718.640 9937.791 1486.372 0.000 -6248.922 2343.383 3979.670 7825.111 202.713 3683.315 2970.481 7349.472 -3326.089 -1047.145 -6428.776 3158.813 2962.647 0.000 0.000
-1261.021 189.141 -2956.248 -6263.910 -11118.980 1843.138 9115.481 -9567.141 185.077 5864.056 32.936 -1466.327 0.000 -3986.014 -2697.758 -6714.392 9939.428 1481.682 0.000 -6249.842 2346.895 3983.587 7823.400 194.382 3683.444 2972.247 7346.584 -3335.854 -1049.977 -6436.942 3153.591 2949.848 0.000 0.000
-1260.524 189.196 -2956.046 -6265.234 -11119.514 1842.972 9117.303 -9565.173 186.824 5864.369 29.387 -1465.628 0.000 -3987.025 -2697.206 -6714.410 9938.839 1482.933 0.000 -6249.916 2346.638 3982.631 7822.702 194.824 3683.922 2971.916 7347.798 -3333.390 -1049.904 -6436.096 3151.623 2946.520 0.000 0.000
-1267.273 184.194 -2958.013 -6265.345 -11122.806 1836.002 9114.140 -9563.922 187.063 5859.587 21.847 -1465.702 0.000 -3983.623 -2697.721 -6716.654 9937.019 1486.629 0.000 -6247.690 2344.762 3978.493 7824.688 201.830 3684.565 2971.511 7351.145 -3325.519 -1046.998 -6428.078 3159.733 2946.188 0.000 0.000
-1275.641 174.760 -2963.089 -6265.841 -11129.371 1825.888 9110.939 -9564.327 185.114 5850.595 12.027 -1465.996 0.000 -3978.107 -2699.340 -6722.869 9935.713 1492.624 0.000 -6245.833 2341.378 3976.065 7829.102 213.048 3686.055 2970.114 7355.246 -3310.531 -1042.860 -6417.687 3171.981 2951.282 0.000 0.000
-1286.215 164.039 -2967.852 -6268.195 -11136.175 1814.210 9107.004 -9564.271 184.636 5842.264 1.508 -1465.021 0.000 -3974.741 -2703.569 -6729.030 9933.285 1501.783 0.000 -6241.511 2336.358 3969.555 7834.600 225.314 3688.611 2969.746 7360.432 -3295.745 -1037.306 -6403.361 3184.468 2955.714 0.000 0.000
-1290.794 157.363 -2970.335 -6268.140 -11141.085 1804.795 9104.338 -9563.756 185.132 5836.232 -7.705 -1464.800 0.000 -3972.976 -2705.372 -6732.763 9932.311 1505.553 0.000 -6238.146 2333.470 3966.760 7838.499 232.909 3690.137 2971.493 7365.563 -3286.532 -1033.132 -6396.061 3192.615 2954.464 0.000 0.000
-1291.824 157.860 -2969.801 -6267.809 -11141.232 1806.450 9103.639 -9562.064 185.114 5837.023 -14.583 -1464.322 0.000 -3973.141 -2705.610 -6731.936 9933.285 1505.718 0.000 -6238.403 2334.684 3965.896 7840.246 234.620 3691.057 2970.941 7366.740 -3284.767 -1033.058 -6393.560 3194.509 2944.736 0.000 0.000
-1285.663 162.751 -2966.565 -6266.705 -11138.180 1811.121 9105.992 -9561.697 185.702 5841.657 -15.963 -1464.230 0.000 -3972.332 -2702.282 -6728.534 9934.260 1503.438 0.000 -6239.746 2336.909 3968.360 7837.487 230.298 3690.561 2971.971 7365.526 -3290.744 -1034.897 -6397.808 3191.235 2928.277 0.000 0.000
-1276.450 174.098 -2962.390 -6264.204 -11131.173 1822.320 9109.800 -9561.495 187.100 5849.528 -10.593 -1463.109 0.000 -3975.513 -2697.905 -6719.283 9937.754 1498.987 0.000 -6242.302 2342.040 3969.886 7833.019 219.944 3687.949 2973.939 7360.211 -3301.869 -1037.840 -6406.653 3180.973 2903.542 0.000 0.000
-1267.292 186.806 -2954.905 -6262.347 -11123.247 1836.462 9115.225 -9559.637 190.318 5861.629 -2.060 -1462.796 0.000 -3981.141 -2693.491 -6710.860 9940.035 1493.654 0.000 -6244.840 2345.994 3972.369 7828.458 209.113 3686.588 2975.336 7355.394 -3315.919 -1041.959 -6418.791 3167.310 2875.001 0.000 0.000
-1259.641 193.794 -2950.234 -6259.957 -11117.638 1847.000 9121.349 -9559.270 192.654 5866.759 0.846 -1461.196 0.000 -3982.520 -2688.912 -6704.020 9943.179 1488.395 0.000 -6246.329 2349.506 3975.495 7827.115 200.911 3686.441 2975.631 7352.175 -3324.489 -1044.184 -6429.107 3159.126 2847.361 0.000 0.000
