trial,trigger,latency,scene_category,old,behavior,subsequent_memory
688,2031,1630479,natural,new,falsealarm,subsequent_remembered
689,1111,1632312,manmade,old,hit,subsequent_remembered
690,1119,1634139.5,manmade,old,hit,na
691,2049,1635615,natural,new,correctreject,na
692,2041,1637395.5,natural,new,correctreject,subsequent_remembered
693,2111,1640355.5,natural,old,hit,subsequent_remembered
694,1119,1642136,manmade,old,hit,na
695,1119,1643621,manmade,old,hit,na
696,1111,1644849.5,manmade,old,hit,subsequent_remembered
697,1119,1646796.5,manmade,old,hit,na
698,2111,1648131,natural,old,hit,subsequent_remembered
699,1119,1650112.5,manmade,old,hit,na
700,1049,1652129.5,manmade,new,correctreject,na
701,2111,1655147,natural,old,hit,subsequent_remembered
702,2111,1656332.5,natural,old,hit,subsequent_remembered
703,2041,1657873.5,natural,new,correctreject,subsequent_remembered
704,2049,1659194.5,natural,new,correctreject,na
705,1041,1661201,manmade,new,correctreject,subsequent_remembered
706,1049,1662784,manmade,new,correctreject,na
707,1041,1664150,manmade,new,correctreject,subsequent_remembered
708,2119,1665686,natural,old,hit,na
709,2111,1666827.5,natural,old,hit,subsequent_remembered
710,1049,1668389,manmade,new,correctreject,na
711,1040,1670616,manmade,new,correctreject,subsequent_forgotten
712,2049,1672520.5,natural,new,correctreject,na
713,1040,1674184.5,manmade,new,correctreject,subsequent_forgotten
714,2129,1676068.5,natural,old,miss,na
715,1111,1677542.5,manmade,old,hit,subsequent_remembered
716,2111,1679361,natural,old,hit,subsequent_remembered
717,2049,1680548,natural,new,correctreject,na
718,1041,1681935.5,manmade,new,correctreject,subsequent_remembered
719,2049,1683517,natural,new,correctreject,na
720,2119,1684848.5,natural,old,hit,na
721,1111,1686041,manmade,old,hit,subsequent_remembered
722,2031,1687541,natural,new,falsealarm,subsequent_remembered
723,1111,1688729,manmade,old,hit,subsequent_remembered
724,2049,1690090.5,natural,new,correctreject,na
725,2119,1691908,natural,old,hit,na
726,2119,1693254.5,natural,old,hit,na
727,2091,1695108,natural,new,na,subsequent_remembered
728,1111,1722374.5,manmade,old,hit,subsequent_remembered
729,2039,1723659.5,natural,new,falsealarm,na
730,1031,1725154,manmade,new,falsealarm,subsequent_remembered
731,2119,1726587.5,natural,old,hit,na
732,2111,1727806,natural,old,hit,subsequent_remembered
733,2049,1729546.5,natural,new,correctreject,na
734,1119,1731041.5,manmade,old,hit,na
735,2119,1732291,natural,old,hit,na
736,2041,1734077.5,natural,new,correctreject,subsequent_remembered
737,1121,1735413.5,manmade,old,miss,subsequent_remembered
738,1049,1737067.5,manmade,new,correctreject,na
739,1119,1738475,manmade,old,hit,na
740,2041,1740036.5,natural,new,correctreject,subsequent_remembered
741,1049,1741398.5,manmade,new,correctreject,na
742,2111,1743169.5,natural,old,hit,subsequent_remembered
743,2040,1744475,natural,new,correctreject,subsequent_forgotten
744,1119,1746057,manmade,old,hit,na
745,2049,1747449.5,natural,new,correctreject,na
746,2111,1749149.5,natural,old,hit,subsequent_remembered
747,1041,1751089.5,manmade,new,correctreject,subsequent_remembered
748,2049,1752763.5,natural,new,correctreject,na
749,1121,1754417.5,manmade,old,miss,subsequent_remembered
750,2111,1755927.5,natural,old,hit,subsequent_remembered
751,1041,1757371.5,manmade,new,correctreject,subsequent_remembered
752,1049,1758620.5,manmade,new,correctreject,na
753,2041,1760315,natural,new,correctreject,subsequent_remembered
754,1039,1762101.5,manmade,new,falsealarm,na
755,2041,1763468.5,natural,new,correctreject,subsequent_remembered
756,2049,1764646,natural,new,correctreject,na
757,1111,1766366,manmade,old,hit,subsequent_remembered
758,1041,1768301.5,manmade,new,correctreject,subsequent_remembered
759,1049,1769730,manmade,new,correctreject,na
760,2041,1771260.5,natural,new,correctreject,subsequent_remembered
761,1119,1772709.5,manmade,old,hit,na
762,2119,1774235,natural,old,hit,na
763,2111,1775945,natural,old,hit,subsequent_remembered
764,2039,1777506.5,natural,new,falsealarm,na
765,1041,1778735,manmade,new,correctreject,subsequent_remembered
766,2049,1780225,natural,new,correctreject,na
767,1111,1781566,manmade,old,hit,subsequent_remembered
768,1031,1783445,manmade,new,falsealarm,subsequent_remembered
769,2119,1785444,natural,old,hit,na
770,2049,1787387,natural,new,correctreject,na
771,2111,1788925,natural,old,hit,subsequent_remembered
772,2041,1790254,natural,new,correctreject,subsequent_remembered
773,1119,1791508,manmade,old,hit,na
774,2119,1793716,natural,old,hit,na
775,1049,1795173.5,manmade,new,correctreject,na
776,2041,1796617.5,natural,new,correctreject,subsequent_remembered
